"bpid","chnname","korname","family_clan","birth","death","plastic"
"G002+AKS-KHF_12C724C808FFFFB1625X0","尹晢","윤절","파평(坡平)",1625,1662,"silver"
"G002+AKS-KHF_13C774B4DDC2E0B1742X0","李得臣","이득신","전주(全州)",1742,1802,"silver"
"G002+AKS-KHF_13C720C131D64DB1677X0","柳聖洪","유성홍","문화(文化)",1677,,"silver"
"G002+AKS-KHF_13C774C2E0C5FDB1837X0","李臣燁","이신엽","전주(全州)",1837,,"plastic"
"G002+AKS-KHF_13C815D558ACBDB1773X0","鄭厦慶","정하경","하동(河東)",1773,,"plastic"
"G002+AKS-KHF_12C784CD94FFFFB1528X0","林樞","임추","평택(平澤)",1528,,"silver"
"G002+AKS-KHF_13D64DC6B0C11DB1864X0","洪祐晳","홍우석","풍산(豊山)",1864,1926,"silver"
"G002+AKS-KHF_12C815D754FFFFU9999X0","鄭忻","정흔","해주(海州)",,,"silver"
"G002+AKS-KHF_13C1A1B355D568B1661X0","宋德涵","송덕함","진천(鎭川)",1661,1717,"plastic"
"G002+AKS-KHF_12D64DD601FFFFB1776X0","洪赫","홍혁","남양(南陽[土])",1776,,"silver"
"G002+AKS-KHF_13C870C720C778U9999X0","曹由仁","조유인","남평(南平)",,,"silver"
"G002+AKS-KHF_13C774C11CC870B1730X0","李瑞朝","이서조","전주(全州)",1730,,"silver"
"G002+AKS-KHF_13CD5CAD6DC9C4B1830X0","崔國鎭","최국진","화순(和順)",1830,,"plastic"
"G002+AKS-KHF_13C774BC94C2B9B1859X0","李範升","이범승","전주(全州)",1859,,"silver"
"G002+AKS-KHF_13C724ADF9BC30B1777X0","尹克培","윤극배","파평(坡平)",1777,,"plastic"
"G002+AKS-KHF_12C2E0C784FFFFB1639X0","申銋","신임","평산(平山)",1639,1725,"silver"
"G002+AKS-KHF_13C131C5ECAD00B1589X0","成汝寬","성여관","창녕(昌寧)",1589,,"silver"
"G002+AKS-KHF_13BC15B178C218B1847X0","朴魯洙","박노수","순천(順天)",1847,,"plastic"
"G002+AKS-KHF_13BC15C815C591B1841X0","朴定陽","박정양","반남(潘南)",1841,1904,"silver"
"G002+AKS-KHF_13C815BA85D638B1559X0","鄭明湖","정명호","광주(光州)",1559,1585,"silver"
"G002+AKS-KHF_13AE40AC01D604B1864X0","金珏鉉","김각현","광산(光山)",1864,,"silver"
"G002+AKS-KHF_13C774D544AD6CB1771X0","李必逑","이필구","평창(平昌)",1771,,"plastic"
"G002+AKS-KHF_13C815C6B0D604B1843X0","鄭友鉉","정우현","하동(河東)",1843,,"silver"
"G002+AKS-KHF_13C774BA85BD80B1741X0","李明孚","이명부","전주(全州)",1741,,"plastic"
"G002+AKS-KHF_13AE40C138AE30B1852X0","金世基","김세기","연안(延安)",1852,1908,"silver"
"G002+AKS-KHF_13BC15D6A8BB35B1789X0","朴斅默","박효묵","밀양(密陽)",1789,,"silver"
"G002+AKS-KHF_13CD5CC6A9D604B1705X0","崔龍賢","최용현","삭녕(朔寧)",1705,,"plastic"
"G002+AKS-KHF_12C815C2B9FFFFB1579X0","鄭勝","정승","해주(海州)",1579,,"silver"
"G002+AKS-KHF_13C548C775D76CB1798X0","安益熙","안익희","순흥(順興)",1798,1858,"plastic"
"G002+AKS-KHF_12C774C815FFFFB1645X0","李禎","이정","경주(慶州)",1645,,"plastic"
"G002+AKS-KHF_12BC15C21CFFFFB1632X0","朴純","박순","밀양(密陽)",1632,,"silver"
"G002+AKS-KHF_13C720B9F9BB38U9999X0","柳孟聞","유맹문","문화(文化)",,,"silver"
"G002+AKS-KHF_13C548C885B85DB1566X0","安宗祿","안종녹","광주(廣州)",1566,1605,"plastic"
"G002+AKS-KHF_13C720ACF5B7C9B1560X0","柳公亮","유공양","문화(文化)",1560,1624,"silver"
"G002+AKS-KHF_13AE40ADF9AC1CB1474X0","金克愷","김극개","광산(光山)",1474,,"silver"
"G002+AKS-KHF_13C131B3C4D615B1686X0","成道亨","성도형","창녕(昌寧)",1686,1719,"silver"
"G002+AKS-KHF_13C804B0B4D6C8B1610X0","全鼐勳","전내훈","기장(機張)",1610,,"plastic"
"G002+AKS-KHF_13D64DAD6CC12DB1771X0","洪龜燮","홍귀섭","남양(南陽[唐])",1771,,"plastic"
"G002+AKS-KHF_13CC44C6A9BB35B1802X0","蔡容默","채용묵","평강(平康)",1802,1876,"silver"
"G002+AKS-KHF_13ACFDD68CC900B1521X0","郭懷俊","곽회준","청주(淸州)",1521,,"silver"
"G002+AKS-KHF_12C774C720FFFFB1645X0","李濡","이유","전주(全州)",1645,1721,"silver"
"G002+AKS-KHF_13C774C2B9C6B0B1742X0","李昇羽","이승우","전의(全義)",1742,1803,"plastic"
"G002+AKS-KHF_13D558D55CADFCU9999X0","河漢近","하한근","진양(晉陽)",,,"plastic"
"G002+AKS-KHF_12D669C12CFFFFB1544X0","黃暹","황섬","창원(昌原)",1544,1616,"silver"
"G002+AKS-KHF_13C870C5B8C2E0B1682X0","趙彦臣","조언신","순창(淳昌)",1682,1731,"silver"
"G002+AKS-KHF_13ACBDC7ACAD00B1716X0","慶再觀","경재관","청주(淸州)",1716,,"silver"
"G002+AKS-KHF_13C2E0C6A9C5F0B1759X0","申用淵","신용연","영해(寧海)",1759,,"plastic"
"G002+AKS-KHF_12B178C9C4FFFFB1518X0","盧禛","노진","풍천(豊川)",1518,1578,"silver"
"G002+AKS-KHF_13C591D601C218B1827X0","梁奕洙","양혁수","남원(南原)",1827,,"plastic"
"G002+AKS-KHF_13C720C784C8FCB1752X0","兪任柱","유임주","기계(杞溪)",1752,,"plastic"
"G002+AKS-KHF_13BC15C2B9C57DU9999X0","朴承爚","박승약","밀양(密陽)",,,"silver"
"G002+AKS-KHF_13BC31C778C601U9999X0","白仁英","백인영","수원(水原)",,,"silver"
"G002+AKS-KHF_13C774C218ACBDB1627X0","李壽慶","이수경","한산(韓山)",1627,1680,"silver"
"G002+AKS-KHF_13C870BCD1C900B1814X0","趙秉駿","조병준","풍양(豊壤)",1814,1858,"silver"
"G002+AKS-KHF_12AE40B3C4FFFFB1702X0","金","김도","안동(安東[舊])",1702,,"silver"
"G002+AKS-KHF_13AE40CE58ACE4B1789X0","金致坤","김치곤","서흥(瑞興)",1789,,"plastic"
"G002+AKS-KHF_13AE40C608BABDB1406X0","金禮蒙","김예몽","광산(光山)",1406,1469,"silver"
"G002+AKS-KHF_13B0A8C0C1CC9CB1706X0","南相天","남상천","영양(英陽)",1706,,"silver"
"G002+AKS-KHF_13AE40D76CC5F4U9999X0","金希說","김희열","순천(順天)",,,"silver"
"G002+AKS-KHF_13C2E0BA74C8FCB1768X0","申冕周","신면주","아주(鵝洲)",1768,1845,"plastic"
"G002+AKS-KHF_13C774C0ACC775B1626X0","李四翼","이사익","전의(全義)",1626,1690,"silver"
"G002+AKS-KHF_13C774ADF9D0DCB1607X0","李克泰","이극태","전주(全州)",1607,1677,"silver"
"G002+AKS-KHF_12C2ECAC74FFFFB1519X0","沈鍵","심건","청송(靑松)",1519,1550,"silver"
"G002+AKS-KHF_13AD8CC0C1C784B1622X0","權尙任","권상임","안동(安東)",1622,1700,"silver"
"G002+AKS-KHF_12C774C120FFFFB1597X0","李䆄","이전","한산(韓山)",1597,1665,"silver"
"G002+AKS-KHF_12CD5CACBDFFFFB1605X0","崔勁","최경","전주(全州)",1605,,"silver"
"G002+AKS-KHF_13C774AD11C9C1B1632X0","李光稷","이광직","한산(韓山)",1632,,"silver"
"G002+AKS-KHF_12AE40C775FFFFB1504X0","金瀷","김익","경주(慶州)",1504,,"silver"
"G002+AKS-KHF_13C6D0ACC4AC80U9999X0","元繼儉","원계검","원주(原州)",,,"silver"
"G002+AKS-KHF_12C7A5BC94FFFFU9999X0","張範","장범","인동(仁同)",,,"plastic"
"G002+AKS-KHF_13C774D604C218B1751X0","李顯秀","이현수","전주(全州)",1751,,"plastic"
"G002+AKS-KHF_12BBFCC774FFFFB1455X0","閔頤","민이","여흥(驪興)",1455,1505,"silver"
"G002+AKS-KHF_13C774C6B0C9C4B1741X0","李羽晉","이우진","전주(全州)",1741,,"plastic"
"G002+AKS-KHF_13BC15C6A9CC9CB1782X0","朴龍天","박용천","반남(潘南)",1782,,"plastic"
"G002+AKS-KHF_13AE40C885B3C4B1609X0","金宗道","김종도","경주(慶州)",1609,,"plastic"
"G002+AKS-KHF_13C724BCD1B82CB1770X0","尹秉烈","윤병열","해평(海平)",1770,,"silver"
"G002+AKS-KHF_13C774C6B0BBFCU9999X0","李友閔","이우민","연안(延安)",,,"silver"
"G002+AKS-KHF_13C774C0C1C6B0B1769X0","李尙愚","이상우","연안(延安)",1769,,"silver"
"G002+AKS-KHF_13AE40C774C7ACB1767X0","金履載","김이재","안동(安東[新])",1767,1847,"silver"
"G002+AKS-KHF_13C774C911C870B1716X0","李重祚","이중조","용인(龍仁)",1716,,"silver"
"G002+AKS-KHF_13C774C911ACC4B1566X0","李重繼","이중계","전주(全州)",1566,1619,"silver"
"G002+AKS-KHF_13C2E0BCF5B95CU9999X0","申卜倫","신복윤","곡성(谷城)",,,"plastic"
"G002+AKS-KHF_12C724AC1CFFFFB1494X0","尹漑","윤개","파평(坡平)",1494,1566,"silver"
"G002+AKS-KHF_13C774B3C4D615B1667X0","李道亨","이도형","광주(廣州)",1667,,"silver"
"G002+AKS-KHF_13C774C77CD0DCB1651X1","李一台","이일태","전의(全義)",1651,1695,"silver"
"G002+AKS-KHF_13C870C138C601U9999X0","趙世英","조세영","풍양(豊壤)",,,"silver"
"G002+AKS-KHF_12ACFDC21CFFFFU9999X0","郭恂","곽순","선산(善山)",,,"silver"
"G002+AKS-KHF_13D669C911C724B1577X0","黃中允","황중윤","평해(平海)",1577,1648,"silver"
"G002+AKS-KHF_13D55CC5ECD638B1599X0","韓汝虎","한여호","청주(淸州)",1599,,"plastic"
"G002+AKS-KHF_13CD5CC815C6D0B1570X0","崔貞元","최정원","수원(水原)",1570,,"silver"
"G002+AKS-KHF_13AE40B300BA85B1536X0","金大鳴","김대명","울산(蔚山)",1536,1593,"plastic"
"G002+AKS-KHF_13C774ACBDCC3DB1645X0","李慶昌","이경창","광주(廣州)",1645,1714,"plastic"
"G002+AKS-KHF_13AD8CD589C5B8B1745X0","權行彦","권행언","안동(安東)",1745,,"plastic"
"G002+AKS-KHF_13C7A5C11DD734B1839X0","張錫烋","장석휴","인동(仁同)",1839,,"plastic"
"G002+AKS-KHF_13C591B9CCACE0B1574X0","楊萬古","양만고","청주(淸州)",1574,,"plastic"
"G002+AKS-KHF_12C870C219FFFFB1844X0","趙","조숙","풍양(豊壤)",1844,,"silver"
"G002+AKS-KHF_12C815BD95FFFFB1467X0","鄭鵬","정붕","해주(海州)",1467,1512,"silver"
"G002+AKS-KHF_13D55CC5B8CE68B1551X0","韓彦忱","한언침","청주(淸州)",1551,,"silver"
"G002+AKS-KHF_13C1A1D658CCA0B1736X0","宋煥喆","송환철","은진(恩津)",1736,,"silver"
"G002+AKS-KHF_13C774AD11C9C1B1692X0","李光溭","이광직","평창(平昌)",1692,,"silver"
"G002+AKS-KHF_13C774D6C4CC9CB1591X0","李後天","이후천","용인(龍仁)",1591,1664,"silver"
"G002+AKS-KHF_13BC31ADDCC218B1827X0","白奎洙","백규수","수원(水原)",1827,,"plastic"
"G002+AKS-KHF_13CD5CADDCD0DCB1684X0","崔逵泰","최규태","강릉(江陵)",1684,,"plastic"
"G002+AKS-KHF_13C815C2B9C870B1846X0","鄭升朝","정승조","동래(東萊)",1846,1897,"silver"
"G002+AKS-KHF_13C8FCACBDD658B1838X0","朱景煥","주경환","전주(全州)",1838,,"plastic"
"G002+AKS-KHF_13C624C7ACC2B9B1868X0","吳在升","오재승","보성(寶城)",1868,,"plastic"
"G002+AKS-KHF_12AE40AD8CFFFFB1549X0","金權","김권","청풍(淸風)",1549,1622,"silver"
"G002+AKS-KHF_12C774C704FFFFB1839X0","李暐","이위","덕수(德水)",1839,,"plastic"
"G002+AKS-KHF_13BC15D615BB38B1421X0","朴衡文","박형문","충주(忠州)",1421,,"silver"
"G002+AKS-KHF_13C548C22DC120B1392X0","安崇善","안숭선","순흥(順興)",1392,1452,"silver"
"G002+AKS-KHF_13C774B3D9C6D0B1700X0","李東元","이동원","하음(河陰)",1700,,"silver"
"G002+AKS-KHF_12C720C758FFFFU9999X0","柳顗","유의","문화(文化)",,,"silver"
"G002+AKS-KHF_13D669C138C601B1856X0","黃世英","황세영","평해(平海)",1856,,"plastic"
"G002+AKS-KHF_12C5F0C12DFFFFB1578X0","延涉","연섭","곡산(谷山)",1578,,"silver"
"G002+AKS-KHF_13C815D589C624B1652X0","鄭行五","정행오","동래(東萊)",1652,1727,"silver"
"G002+AKS-KHF_13C784BB38C218B1802X0","林文洙","임문수","나주(羅州)",1802,,"plastic"
"G002+AKS-KHF_13C774B09CC218U9999X0","李蘭秀","이난수","원주(原州[舊])",,,"silver"
"G002+AKS-KHF_13C774BB38D45CB1663X0","李文標","이문표","진성(眞城)",1663,,"silver"
"G002+AKS-KHF_13C724C2DCBA85B1634X0","尹時鳴","윤시명","남원(南原)",1634,,"plastic"
"G002+AKS-KHF_13C774C138D0DDB1716X0","李世澤","이세택","진성(眞城)",1716,1777,"silver"
"G002+AKS-KHF_13D669C885D604B1818X0","黃鍾顯","황종현","창원(昌原)",1818,,"silver"
"G002+AKS-KHF_13C11CC0C1BB38U9999X0","徐尙文","서상문","가성(佳城)",,,"plastic"
"G002+AKS-KHF_12C2E0BC29FFFFB1686X0","申昉","신방","평산(平山)",1686,,"silver"
"G002+AKS-KHF_13AE40D559C218B1717X0","金學洙","김학수","진주(晉州)",1717,,"plastic"
"G002+AKS-KHF_12C815BD84FFFFD1454X0","鄭苯","정분","진양(晉陽)",,1454,"silver"
"G002+AKS-KHF_13AE40D604B3C4B1802X0","金鉉燾","김현도","공주(公州)",1802,,"plastic"
"G002+AKS-KHF_13C548ACB8C81CB1724X0","安兼濟","안겸제","순흥(順興)",1724,1791,"silver"
"G002+AKS-KHF_13C720C790D55CU9999X0","柳自漢","유자한","진주(晉州[土])",,,"silver"
"G002+AKS-KHF_13AE40ADDCD64DB1845X0","金奎弘","김규홍","청풍(淸風)",1845,,"silver"
"G002+AKS-KHF_13C870C601D6C4U9999X0","趙英珝","조영후","평산(平山)",,,"plastic"
"G002+AKS-KHF_13C724C911C0BCB1563X0","尹重三","윤중삼","파평(坡平)",1563,1619,"silver"
"G002+AKS-KHF_13C870C704D55CB1567X0","趙緯韓","조위한","한양(漢陽)",1567,1649,"silver"
"G002+AKS-KHF_13C548C724C2DCB1788X0","安潤蓍","안윤시","순흥(順興)",1788,,"plastic"
"G002+AKS-KHF_13BC15C99DD718B1626X0","朴增輝","박증휘","밀양(密陽)",1626,1672,"silver"
"G002+AKS-KHF_12C784C9D1FFFFB1696X0","任","임집","풍천(豊川)",1696,,"silver"
"G002+AKS-KHF_13C815B0B4ACB8B1728X0","鄭來謙","정내겸","영일(迎日)",1728,,"silver"
"G002+AKS-KHF_13C870C81CD654B1816X0","趙濟華","조제화","한양(漢陽)",1816,,"silver"
"G002+AKS-KHF_12C720CCA0FFFFB1606X0","兪㯙","유철","기계(杞溪)",1606,1671,"silver"
"G002+AKS-KHF_13C131C9C4BCD1B1609X0","成震丙","성진병","창녕(昌寧)",1609,,"silver"
"G002+AKS-KHF_13C190D765C870B1765X0","孫興祖","손흥조","비안(比安)",1765,,"plastic"
"G002+AKS-KHF_13ACE0C778D6C4B1561X0","高因厚","고인후","장흥(長興)",1561,1592,"silver"
"G002+AKS-KHF_12C720C815FFFFB1874X0","柳珽","유정","전주(全州)",1874,,"plastic"
"G002+AKS-KHF_12C624C751FFFFB1422X0","吳凝","오응","함양(咸陽)",1422,1470,"plastic"
"G002+AKS-KHF_13C6D0C790B3C8U9999X0","元自敦","원자돈","원주(原州)",,,"silver"
"G002+AKS-KHF_13C774D604CD08B1814X0","李賢初","이현초","수안(遂安)",1814,,"plastic"
"G002+AKS-KHF_13AE40C0C1BBFCB1739X0","金尙敏","김상민","김해(金海)",1739,,"plastic"
"G002+AKS-KHF_13CC28C2B9C9C4B1728X0","車升鎭","차승진","연안(延安)",1728,,"plastic"
"G002+AKS-KHF_13C870ACBDBCF4B1732X0","趙慶輔","조경보","배천(白川)",1732,,"silver"
"G002+AKS-KHF_12BC15BC94FFFFB1522X0","朴範","박범","순천(順天)",1522,,"plastic"
"G002+AKS-KHF_13D604BD09D0DCB1700X0","玄鳳泰","현봉태","성주(星州)",1700,,"plastic"
"G002+AKS-KHF_13C1A1C9C0C5F0B1732X0","宋志淵","송지연","은진(恩津)",1732,,"silver"
"G002+AKS-KHF_13C774C0C1C911B1783X0","李相重","이상중","전주(全州)",1783,,"silver"
"G002+AKS-KHF_13AE40C6A9B828B1847X0","金瑢鍊","김용연","양주(楊州)",1847,,"plastic"
"G002+AKS-KHF_13C815AE30D654B1786X0","鄭琦和","정기화","초계(草溪)",1786,1840,"silver"
"G002+AKS-KHF_13C784C601C218B1790X0","林永洙","임영수","나주(羅州)",1790,1879,"silver"
"G002+AKS-KHF_13C720C138B9B0B1490X0","柳世麟","유세인","전주(全州)",1490,,"silver"
"G002+AKS-KHF_13C815C774AC80B1695X0","鄭履儉","정이검","동래(東萊)",1695,1754,"silver"
"G002+AKS-KHF_13D55CAD11ADFCB1735X0","韓光近","한광근","청주(淸州)",1735,,"silver"
"G002+AKS-KHF_13C2E0C131C9C4B1752X0","愼性眞","신성진","거창(居昌)",1752,,"silver"
"G002+AKS-KHF_13C774D6C4C9D5B1617X0","李厚徵","이후징","광주(廣州)",1617,,"silver"
"G002+AKS-KHF_13C774AE30C22DB1744X0","李基崧","이기숭","광주(廣州)",1744,1776,"silver"
"G002+AKS-KHF_13AE40C6B0ADFCB1782X0","金羽根","김우근","안동(安東[新])",1782,,"plastic"
"G002+AKS-KHF_13CD5CBB38C2DDB1610X0","崔文湜","최문식","강릉(江陵)",1610,1684,"silver"
"G002+AKS-KHF_13ACE0C885D544U9999X0","高宗弼","고종필","개성(開城)",,,"plastic"
"G002+AKS-KHF_13AE40C720C9C4U9999X0","金由畛","김유진","광산(光山)",,,"plastic"
"G002+AKS-KHF_12AC15D55CFFFFB1721X0","姜翰","강한","진주(晉州)",1721,,"plastic"
"G002+AKS-KHF_13C774C2ECC5F0B1745X0","李心淵","이심연","전주(全州)",1745,,"silver"
"G002+AKS-KHF_12BC15D638FFFFB1466X0","朴壕","박호","무안(務安)",1466,1533,"silver"
"G002+AKS-KHF_13C720D6A8B9BDB1579X0","柳孝立","유효입","문화(文化)",1579,1628,"silver"
"G002+AKS-KHF_13C774ACBDB960B1537X0","李景㟳","이경율","전주(全州)",1537,1597,"silver"
"G002+AKS-KHF_13C774C601AD6CB1592X0","李榮久","이영구","영천(永川)",1592,,"silver"
"G002+AKS-KHF_13BC15C885C724B1683X0","朴宗潤","박종윤","밀양(密陽)",1683,,"silver"
"G002+AKS-KHF_13D64DBCD1C218B1807X0","洪秉壽","홍병수","남양(南陽[唐])",1807,,"silver"
"G002+AKS-KHF_13BC15C138D638U9999X0","朴世豪","박세호","고령(高靈)",,,"silver"
"G002+AKS-KHF_13B0A8BCD1BB38B1827X0","南秉文","남병문","의령(宜寧)",1827,,"plastic"
"G002+AKS-KHF_13C1A1D76CC9C4B1580X0","宋希進","송희진","은진(恩津)",1580,1641,"silver"
"G002+AKS-KHF_12BB38BE48FFFFU9999X0","文彬","문빈","감천(甘泉)",,,"silver"
"G002+AKS-KHF_13C724C815AD6CB1806X0","尹正求","윤정구","해평(海平)",1806,,"silver"
"G002+AKS-KHF_13C870BC94C11DU9999X0","趙範錫","조범석","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13C774C720CD98B1701X0","李囿春","이유춘","한산(韓山)",1701,,"plastic"
"G002+AKS-KHF_13C2E0C2B9C870U9999X0","申承澡","신승조","고령(高靈)",,,"silver"
"G002+AKS-KHF_12C2ECBC1CFFFFB1711X0","沈墢","심발","청송(靑松)",1711,,"silver"
"G002+AKS-KHF_13C724C2DCC601B1852X0","尹始永","윤시영","파평(坡平)",1852,,"silver"
"G002+AKS-KHF_13C774BA74C218B1725X0","李勉修","이면수","전주(全州)",1725,,"silver"
"G002+AKS-KHF_13C724AE38C120B1874X0","尹吉善","윤길선","파평(坡平)",1874,,"plastic"
"G002+AKS-KHF_13AD6CCC3DC11CB1733X0","具昌瑞","구창서","능성(綾城)",1733,,"plastic"
"G002+AKS-KHF_13BBFCC601C18CB1852X0","閔泳韶","민영소","여흥(驪興)",1852,1917,"silver"
"G002+AKS-KHF_13C774CE58D6C8B1759X0","李致薰","이치훈","평창(平昌)",1759,,"silver"
"G002+AKS-KHF_13C870ACBDC9C4B1579X0","趙景禛","조경진","평양(平壤)",1579,,"silver"
"G002+AKS-KHF_13D55CC6A9C758B1772X0","韓用儀","한용의","청주(淸州)",1772,,"silver"
"G002+AKS-KHF_12C774C18CFFFFB1583X0","李熽","이소","전주(全州)",1583,1613,"silver"
"G002+AKS-KHF_13BB38C720C7A5B1649X0","文有章","문유장","남평(南平)",1649,,"plastic"
"G002+AKS-KHF_13C774BA85C775B1617X0","李溟翼","이명익","진성(眞城)",1617,1687,"silver"
"G002+AKS-KHF_13AE40ADF9C131B1567X0","金克成","김극성","상산(商山)",1567,1614,"plastic"
"G002+AKS-KHF_12C815C7A5FFFFU9999X1","鄭奬","정장","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13AE40C724CE68U9999X0","金允琛","김윤침","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13B098C724CE68B1527X0","羅允忱","나윤침","안정(安定)",1527,,"silver"
"G002+AKS-KHF_13CC44C9C0C9C0U9999X0","蔡知止","채지지","평강(平康)",,,"plastic"
"G002+AKS-KHF_12AD6CAC15FFFFB1757X0","具康","구강","능성(綾城)",1757,1832,"silver"
"G002+AKS-KHF_13BC15C885C120B1831X0","朴鍾善","박종선","강진(康津)",1831,,"plastic"
"G002+AKS-KHF_13AE40C7ACCCADB1807X0","金在淸","김재청","광산(光山)",1807,,"silver"
"G002+AKS-KHF_13D64DACC4C6D0U9999X0","洪係元","홍계원","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13BC15C774CC3DD1451X0","朴以昌","박이창","상주(尙州)",,1451,"silver"
"G002+AKS-KHF_13B0A8ADDCB144B1496X0","南虬年","남규연","고성(固城)",1496,,"silver"
"G002+AKS-KHF_13C774B355BD80B1728X0","李德溥","이덕부","전주(全州)",1728,,"plastic"
"G002+AKS-KHF_13C120C6B0C5C5B1821X0","鮮于澲","선우업","태원(太原)",1821,1879,"plastic"
"G002+AKS-KHF_13C720C0ACACBDB1556X0","柳思敬","유사경","문화(文化)",1556,,"silver"
"G002+AKS-KHF_12AE40C815FFFFB1643X0","金珽","김정","언양(彦陽)",1643,,"silver"
"G002+AKS-KHF_13C870C22DB355U9999X0","曹崇德","조숭덕","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13C774BC30ADFCU9999X0","李培根","이배근","부평(富平)",,,"plastic"
"G002+AKS-KHF_13C774C720B144B1729X0","李惟年","이유연","전주(全州)",1729,,"silver"
"G002+AKS-KHF_12C720C6B4FFFFB1684X0","柳運","유운","전주(全州)",1684,,"silver"
"G002+AKS-KHF_13C774C218ACBDB1516X0","李首慶","이수경","광주(廣州)",1516,1562,"silver"
"G002+AKS-KHF_12C774B3C8FFFFB1758X0","李暾","이돈","덕수(德水)",1758,,"plastic"
"G002+AKS-KHF_12C774C7A5FFFFB1696X0","李槳","이장","전주(全州)",1696,,"silver"
"G002+AKS-KHF_13C2E0AD11C6B0B1726X0","申光祐","신광우","평산(平山)",1726,,"plastic"
"G002+AKS-KHF_13AE40C9C4B8E1B1850X0","金振龍","김진용","강릉(江陵)",1850,,"plastic"
"G002+AKS-KHF_13AE40C81CC2E0B1438X0","金悌臣","김제신","연안(延安)",1438,1499,"silver"
"G002+AKS-KHF_13C774C6A9AC74B1872X0","李鏞健","이용건","광주(廣州)",1872,,"plastic"
"G002+AKS-KHF_13C774B3D9C6B1B1646X0","李東郁","이동욱","여주(驪州)",1646,1708,"silver"
"G002+AKS-KHF_13C815C778D45CB1855X0","鄭寅杓","정인표","동래(東萊)",1855,1935,"plastic"
"G002+AKS-KHF_13D64DC911C12DB1786X0","洪重燮","홍중섭","남양(南陽[唐])",1786,,"silver"
"G002+AKS-KHF_12C548D611FFFFB1770X0","安祫","안협","순흥(順興)",1770,,"plastic"
"G002+AKS-KHF_13C9C4C724D3C9B1430X0","陳允平","진윤평","흥덕(興德)",1430,,"silver"
"G002+AKS-KHF_13BC15C885D734B1788X0","朴宗休","박종휴","반남(潘南)",1788,,"plastic"
"G002+AKS-KHF_13D558ACC4C99DU9999X0","河繼曾","하계증","진양(晉陽)",,,"silver"
"G002+AKS-KHF_13AE40B3C4C751B1685X0","金道應","김도응","안동(安東[舊])",1685,,"plastic"
"G002+AKS-KHF_12C2E0C5FDFFFFB1646X0","申曅","신엽","평산(平山)",1646,1690,"silver"
"G002+AKS-KHF_13C774CC2CC758B1860X0","李燦儀","이찬의","전주(全州)",1860,1911,"plastic"
"G002+AKS-KHF_13C774C131C2DCB1612X0","李聖時","이성시","전주(全州)",1612,1680,"plastic"
"G002+AKS-KHF_12C774AE30FFFFB1589X0","李耆","이기","전의(全義)",1589,1644,"plastic"
"G002+AKS-KHF_13D0DCB450B0A8B1486X0","太斗南","태두남","영순(永順)",1486,1536,"plastic"
"G002+AKS-KHF_13C624AD11C6B4B1689X0","吳光運","오광운","동복(同福)",1689,1745,"silver"
"G002+AKS-KHF_13C774C0BCC900U9999X0","李三俊","이삼준","간성(杆城)",,,"plastic"
"G002+AKS-KHF_13C774C885C21CB1811X0","李鍾淳","이종순","전주(全州)",1811,,"silver"
"G002+AKS-KHF_13AE40C9C0C5F0B1629X0","金之沇","김지연","강릉(江陵)",1629,1689,"plastic"
"G002+AKS-KHF_13AE40C9C4D615B1801X0","金鎭衡","김진형","의성(義城)",1801,1865,"silver"
"G002+AKS-KHF_13C2E0C751C5F0B1735X0","申應淵","신응연","고령(高靈)",1735,,"silver"
