"bid","bpid","affilliation","rank","competitors","exam_type","pass_year","king","lid","previous","exam_class","class_rank","pass_date"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1761_009759&category=dirSer","G002+AKS-KHF_13BAA9C870C218B1726X0","문과",23,31,"정시",1761,"영조",206,"진사(進士)","병과(丙科)",19,"1761-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1762_009794&category=dirSer","G002+AKS-KHF_13C774AC11B8E1B1734X0","문과",24,37,"식년시",1762,"영조",116,"유학(幼學)","병과(丙科)",14,"1762-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1735_008772&category=dirSer","G002+AKS-KHF_13C815C21CAC80B1710X0","문과",24,42,"증광시",1735,"영조",96,"통덕랑(通德郞)","병과(丙科)",14,"1735-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008954&category=dirSer","G002+AKS-KHF_13C815C5B8C0C1B1706X0","문과",14,19,"정시",1739,"영조",96,"유학(幼學)","병과(丙科)",11,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1735_008773&category=dirSer","G002+AKS-KHF_12C2ECACE1FFFFB1695X0","문과",25,42,"증광시",1735,"영조",96,"통덕랑(通德郞)","병과(丙科)",15,"1735-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1735_008777&category=dirSer","G002+AKS-KHF_13C774CC3DC720B1713X0","문과",29,42,"증광시",1735,"영조",96,"통덕랑(通德郞)","병과(丙科)",19,"1735-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1735_008828&category=dirSer","G002+AKS-KHF_12C2E0C218FFFFB1693X0","문과",1,7,"정시",1735,"영조",96,"통덕랑(通德郞)","갑과(甲科)",1,"1735-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1737_008878&category=dirSer","G002+AKS-KHF_13C870C815AD6CB1714X0","문과",14,17,"별시",1737,"영조",96,"유학(幼學)","병과(丙科)",11,"1737-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008939&category=dirSer","G002+AKS-KHF_13AE40C131C6B0B1695X0","문과",9,10,"알성시",1739,"영조",96,"유학(幼學)","병과(丙科)",6,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1736_008851&category=dirSer","G002+AKS-KHF_13BBFCBC31D589B1704X0","문과",2,10,"정시2",1736,"영조",96,"통덕랑(通德郞)","을과(乙科)",1,"1736-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1736_008854&category=dirSer","G002+AKS-KHF_13C774C5F0B355B1682X0","문과",5,10,"정시2",1736,"영조",96,"용궁현감(龍宮縣監)","병과(丙科)",2,"1736-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010051&category=dirSer","G002+AKS-KHF_13C774C138C11DB1716X0","문과",24,57,"식년시",1768,"영조",96,"현감(縣監)","병과(丙科)",14,"1768-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1762_009823&category=dirSer","G002+AKS-KHF_12C774C5F0FFFFB1725X0","문과",16,17,"정시",1762,"영조",164,"진사(進士)","병과(丙科)",13,"1762-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009907&category=dirSer","G002+AKS-KHF_13BC31C0ACC740B1711X0","문과",13,52,"식년시",1765,"영조",300,"통덕랑(通德郞)","병과(丙科)",3,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1737_008877&category=dirSer","G002+AKS-KHF_13C724BD09D734B1701X0","문과",13,17,"별시",1737,"영조",96,"유학(幼學)","병과(丙科)",10,"1737-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1736_008856&category=dirSer","G002+AKS-KHF_13C870BA85CC44B1700X0","문과",7,10,"정시2",1736,"영조",96,"통덕랑(通德郞)","병과(丙科)",4,"1736-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009831&category=dirSer","G002+AKS-KHF_13C784C815C6D0B1724X0","문과",2,53,"증광시",1763,"영조",246,"유학(幼學)","갑과(甲科)",2,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009832&category=dirSer","G002+AKS-KHF_13C815BC94C870B1723X0","문과",3,53,"증광시",1763,"영조",214,"진사(進士)","갑과(甲科)",3,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009848&category=dirSer","G002+AKS-KHF_13C5ECC120B355B1715X0","문과",19,53,"증광시",1763,"영조",37,"후릉참봉(厚陵參奉)","병과(丙科)",9,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009843&category=dirSer","G002+AKS-KHF_12AC15D754FFFFB1739X0","문과",14,53,"증광시",1763,"영조",152,"유학(幼學)","병과(丙科)",4,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009857&category=dirSer","G002+AKS-KHF_13C1A1C81CB85CB1711X0","문과",28,53,"증광시",1763,"영조",227,"진사(進士)","병과(丙科)",18,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009861&category=dirSer","G002+AKS-KHF_12AC15C720FFFFB1722X0","문과",32,53,"증광시",1763,"영조",227,"생원(生員)","병과(丙科)",22,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009842&category=dirSer","G002+AKS-KHF_13C724AD11B840B1724X0","문과",13,53,"증광시",1763,"영조",69,"유학(幼學)","병과(丙科)",3,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009860&category=dirSer","G002+AKS-KHF_13AD8CB355D6C8B1712X0","문과",31,53,"증광시",1763,"영조",24,"진사(進士)","병과(丙科)",21,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009855&category=dirSer","G002+AKS-KHF_13BC15AD11C21CB1712X0","문과",26,53,"증광시",1763,"영조",31,"생원(生員)","병과(丙科)",16,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009859&category=dirSer","G002+AKS-KHF_13D64DC5B8CCA0B1729X0","문과",30,53,"증광시",1763,"영조",284,"진사(進士)","병과(丙科)",20,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009862&category=dirSer","G002+AKS-KHF_13BC15B3C4C778B1723X0","문과",33,53,"증광시",1763,"영조",174,"진사(進士)","병과(丙科)",23,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009896&category=dirSer","G002+AKS-KHF_12AD8CC5C4FFFFB1729X0","문과",2,52,"식년시",1765,"영조",300,"진사(進士)","갑과(甲科)",2,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009864&category=dirSer","G002+AKS-KHF_13C774ADDCC704B1731X0","문과",35,53,"증광시",1763,"영조",31,"유학(幼學)","병과(丙科)",25,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009868&category=dirSer","G002+AKS-KHF_13C724C591C2B9B1727X0","문과",39,53,"증광시",1763,"영조",103,"유학(幼學)","병과(丙科)",29,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009880&category=dirSer","G002+AKS-KHF_13AE30C5B8C815B1716X0","문과",51,53,"증광시",1763,"영조",36,"유학(幼學)","병과(丙科)",41,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000077&category=dirSer","G002+AKS-KHF_13C774C591BD80U9999X0","문과",11,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",1,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009924&category=dirSer","G002+AKS-KHF_13AD8CC751ADDCB1721X0","문과",30,52,"식년시",1765,"영조",189,"통덕랑(通德郞)","병과(丙科)",20,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1736_008857&category=dirSer","G002+AKS-KHF_13C870C911D68CB1711X0","문과",8,10,"정시2",1736,"영조",96,"통덕랑(通德郞)","병과(丙科)",5,"1736-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009877&category=dirSer","G002+AKS-KHF_13D604C601C870B1722X0","문과",48,53,"증광시",1763,"영조",172,"생원(生員)","병과(丙科)",38,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009834&category=dirSer","G002+AKS-KHF_13AE40B9CCAD6CB1711X0","문과",5,53,"증광시",1763,"영조",285,"진사(進士)","을과(乙科)",2,"1763-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1737_008881&category=dirSer","G002+AKS-KHF_13C774C778D658B1694X0","문과",17,17,"별시",1737,"영조",96,"통덕랑(通德郞)","병과(丙科)",14,"1737-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1766_009963&category=dirSer","G002+AKS-KHF_13C774BBFCC88CB1732X0","문과",12,13,"정시",1766,"영조",96,"유학(幼學)","병과(丙科)",9,"1766-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1736_008862&category=dirSer","G002+AKS-KHF_13C774C81CC6D0B1709X0","문과",3,5,"알성시",1736,"영조",96,"유학(幼學)","병과(丙科)",1,"1736-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1757_009641&category=dirSer","G002+AKS-KHF_13D64DB099C21CB1723X0","문과",5,8,"정시2",1757,"영조",96,"통덕랑(通德郞)","병과(丙科)",2,"1757-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009910&category=dirSer","G002+AKS-KHF_13B0A8D559C6D0B1707X0","문과",16,52,"식년시",1765,"영조",199,"통덕랑(通德郞)","병과(丙科)",6,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009904&category=dirSer","G002+AKS-KHF_12D669C7A5FFFFB1725X0","문과",10,52,"식년시",1765,"영조",88,"유학(幼學)","을과(乙科)",7,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009913&category=dirSer","G002+AKS-KHF_13BC15D544C21CB1714X0","문과",19,52,"식년시",1765,"영조",273,"생원(生員)","병과(丙科)",9,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009915&category=dirSer","G002+AKS-KHF_12AD8CD3C9FFFFB1734X0","문과",21,52,"식년시",1765,"영조",164,"진사(進士)","병과(丙科)",11,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009922&category=dirSer","G002+AKS-KHF_13C774D615B355B1722X0","문과",28,52,"식년시",1765,"영조",214,"통덕랑(通德郞)","병과(丙科)",18,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009927&category=dirSer","G002+AKS-KHF_13BCC0B4DDB8E1B1721X0","문과",33,52,"식년시",1765,"영조",195,"통덕랑(通德郞)","병과(丙科)",23,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009929&category=dirSer","G002+AKS-KHF_13C870BABDB834B1747X0","문과",35,52,"식년시",1765,"영조",251,"유학(幼學)","병과(丙科)",25,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009947&category=dirSer","G002+AKS-KHF_13AC15C774C815B1737X0","문과",1,5,"알성시",1765,"영조",31,"진사(進士)","갑과(甲科)",1,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1736_008864&category=dirSer","G002+AKS-KHF_13C774C6B0D558B1675X0","문과",5,5,"알성시",1736,"영조",96,"군수(郡守)","병과(丙科)",3,"1736-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008890&category=dirSer","G002+AKS-KHF_13D55CAD11D68CB1715X0","문과",1,41,"식년시",1738,"영조",96,"통덕랑(通德郞)","갑과(甲科)",1,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008895&category=dirSer","G002+AKS-KHF_13C774C775C6D0B1711X0","문과",6,41,"식년시",1738,"영조",96,"통덕랑(通德郞)","을과(乙科)",3,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008896&category=dirSer","G002+AKS-KHF_13C2E0C624CCADB1713X0","문과",7,41,"식년시",1738,"영조",96,"유학(幼學)","을과(乙科)",4,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000156&category=dirSer","G002+AKS-KHF_13AE40C9C0D6A8U9999X0","문과",24,33,"식년시",1402,"태종",96,"생원(生員)","동진사(同進士)",14,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008901&category=dirSer","G002+AKS-KHF_13C724B4DDC601B1694X0","문과",12,41,"식년시",1738,"영조",96,"유학(幼學)","병과(丙科)",2,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008905&category=dirSer","G002+AKS-KHF_13C1A1C720BB38B1682X0","문과",16,41,"식년시",1738,"영조",96,"유학(幼學)","병과(丙科)",6,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008912&category=dirSer","G002+AKS-KHF_12AD8CC9D1FFFFB1686X0","문과",23,41,"식년시",1738,"영조",96,"통덕랑(通德郞)","병과(丙科)",13,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1738_008916&category=dirSer","G002+AKS-KHF_13C774C724D56DB1712X0","문과",27,41,"식년시",1738,"영조",96,"유학(幼學)","병과(丙科)",17,"1738-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1666_006562&category=dirSer","G002+AKS-KHF_12C815C9D5FFFFB1641X0","문과",23,38,"식년시",1666,"현종",305,"통덕랑(通德郞)","병과(丙科)",13,"1666-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1405_000196&category=dirSer","G002+AKS-KHF_13BC15AC70C120U9999X0","문과",31,33,"식년시",1405,"태종",96,"생원(生員)","동진사(同進士)",21,"1405-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1766_009994&category=dirSer","G002+AKS-KHF_13AD6CC131C625B1724X0","문과",6,20,"정시4",1766,"영조",75,"봉사(奉事)","병과(丙科)",3,"1766-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008932&category=dirSer","G002+AKS-KHF_13C724AD6CC0C1B1709X0","문과",2,10,"알성시",1739,"영조",96,"유학(幼學)","을과(乙科)",1,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008935&category=dirSer","G002+AKS-KHF_12AD8CC6B0FFFFB1690X0","문과",5,10,"알성시",1739,"영조",96,"통덕랑(通德郞)","병과(丙科)",2,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1766_010000&category=dirSer","G002+AKS-KHF_13C624C815C6D0B1741X0","문과",12,20,"정시4",1766,"영조",272,"생원(生員)","병과(丙科)",9,"1766-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1766_010001&category=dirSer","G002+AKS-KHF_13B178C724C911B1718X0","문과",13,20,"정시4",1766,"영조",50,"진사(進士)","병과(丙科)",10,"1766-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1675_006808&category=dirSer","G002+AKS-KHF_13AE40D76CC2E0B1625X0","문과",30,34,"증광시",1675,"숙종",305,"생원(生員)","병과(丙科)",20,"1675-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008937&category=dirSer","G002+AKS-KHF_13C774ADF9B85DB1718X0","문과",7,10,"알성시",1739,"영조",96,"유학(幼學)","병과(丙科)",4,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010058&category=dirSer","G002+AKS-KHF_13C724C7ACC21CB1730X0","문과",31,57,"식년시",1768,"영조",96,"통덕랑(通德郞)","병과(丙科)",21,"1768-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1767_010010&category=dirSer","G002+AKS-KHF_13D55CB355D6C4B1735X0","문과",2,3,"정시",1767,"영조",124,"진사(進士)","을과(乙科)",1,"1767-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1767_010011&category=dirSer","G002+AKS-KHF_13C724D544BCD1B1730X0","문과",3,3,"정시",1767,"영조",300,"진사(進士)","병과(丙科)",1,"1767-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1767_010021&category=dirSer","G002+AKS-KHF_13C774D604BAA8B1732X0","문과",10,10,"알성시",1767,"영조",304,"유학(幼學)","병과(丙科)",7,"1767-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008938&category=dirSer","G002+AKS-KHF_13C870BCD1BE48B1710X0","문과",8,10,"알성시",1739,"영조",96,"유학(幼學)","병과(丙科)",5,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1747_009247&category=dirSer","G002+AKS-KHF_13C774C758C554B1713X0","문과",10,15,"정시",1747,"영조",96,"유학(幼學)","병과(丙科)",7,"1747-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008940&category=dirSer","G002+AKS-KHF_13AE40C120D589B1716X0","문과",10,10,"알성시",1739,"영조",96,"유학(幼學)","병과(丙科)",7,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008946&category=dirSer","G002+AKS-KHF_12C774D6C8FFFFB1698X0","문과",6,19,"정시",1739,"영조",96,"통덕랑(通德郞)","병과(丙科)",3,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010066&category=dirSer","G002+AKS-KHF_13C784D76CC6D0B1748X0","문과",39,57,"식년시",1768,"영조",96,"유학(幼學)","병과(丙科)",29,"1768-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1414_000278&category=dirSer","G002+AKS-KHF_12BC15C6A9FFFFU9999X0","문과",4,33,"식년시",1414,"태종",96,"생원(生員)","을과2등진사(乙科二等進士)",1,"1414-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008947&category=dirSer","G002+AKS-KHF_13C870D55CBE48B1700X0","문과",7,19,"정시",1739,"영조",96,"통덕랑(通德郞)","병과(丙科)",4,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008948&category=dirSer","G002+AKS-KHF_12C2E0C704FFFFB1707X0","문과",8,19,"정시",1739,"영조",96,"통덕랑(通德郞)","병과(丙科)",5,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008949&category=dirSer","G002+AKS-KHF_13C624C5B8C720B1710X0","문과",9,19,"정시",1739,"영조",96,"통덕랑(通德郞)","병과(丙科)",6,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010073&category=dirSer","G002+AKS-KHF_13C815D0DDBD80B1730X0","문과",46,57,"식년시",1768,"영조",96,"유학(幼學)","병과(丙科)",36,"1768-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008952&category=dirSer","G002+AKS-KHF_13D64DC6B0D55CB1710X0","문과",12,19,"정시",1739,"영조",96,"유학(幼學)","병과(丙科)",9,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008953&category=dirSer","G002+AKS-KHF_13C815C6D0C21CB1710X0","문과",13,19,"정시",1739,"영조",96,"유학(幼學)","병과(丙科)",10,"1739-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1740_008963&category=dirSer","G002+AKS-KHF_13C870C6B4ADDCB1714X0","문과",4,7,"정시",1740,"영조",96,"통덕랑(通德郞)","병과(丙科)",1,"1740-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010088&category=dirSer","G002+AKS-KHF_12C1A1B77DFFFFB1731X0","문과",3,8,"정시",1768,"영조",227,"생원(生員)","을과(乙科)",2,"1768-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009035&category=dirSer","G002+AKS-KHF_13B0A8C81CB9CCB1712X0","문과",11,37,"식년시",1741,"영조",96,"유학(幼學)","병과(丙科)",1,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009029&category=dirSer","G002+AKS-KHF_13C774BB38C81CB1707X0","문과",5,37,"식년시",1741,"영조",96,"통덕랑(通德郞)","을과(乙科)",2,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1769_010110&category=dirSer","G002+AKS-KHF_12AD8CC720FFFFB1730X0","문과",8,15,"정시",1769,"영조",304,"생원(生員)","병과(丙科)",5,"1769-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009026&category=dirSer","G002+AKS-KHF_12AD8CC22DFFFFB1721X0","문과",2,37,"식년시",1741,"영조",96,"유학(幼學)","갑과(甲科)",2,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1769_010104&category=dirSer","G002+AKS-KHF_13AE40C81CD589B1724X0","문과",2,15,"정시",1769,"영조",321,"유학(幼學)","을과(乙科)",1,"1769-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009033&category=dirSer","G002+AKS-KHF_13BC15B450C0C1B1711X0","문과",9,37,"식년시",1741,"영조",96,"유학(幼學)","을과(乙科)",6,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1744_009132&category=dirSer","G002+AKS-KHF_13C774C138C0ACB1694X0","문과",19,37,"식년시",1744,"영조",96,"유학(幼學)","병과(丙科)",9,"1744-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009036&category=dirSer","G002+AKS-KHF_13D64DC775C11CB1711X0","문과",12,37,"식년시",1741,"영조",96,"유학(幼學)","병과(丙科)",2,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009037&category=dirSer","G002+AKS-KHF_13B178D604D559B1719X0","문과",13,37,"식년시",1741,"영조",96,"유학(幼學)","병과(丙科)",3,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009042&category=dirSer","G002+AKS-KHF_13C815C5B8C6B1B1713X0","문과",18,37,"식년시",1741,"영조",96,"유학(幼學)","병과(丙科)",8,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010086&category=dirSer","G002+AKS-KHF_13D64DC885C2E0B1734X0","문과",1,8,"정시",1768,"영조",285,"통덕랑(通德郞)","갑과(甲科)",1,"1768-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1744_009142&category=dirSer","G002+AKS-KHF_13B0A8C0C1CC9CB1706X0","문과",29,37,"식년시",1744,"영조",96,"유학(幼學)","병과(丙科)",19,"1744-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006833&category=dirSer","G002+AKS-KHF_12AD8CD760FFFFB1644X0","문과",5,42,"증광시",1678,"숙종",305,"장원별제(掌苑別提)","을과(乙科)",2,"1678-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009051&category=dirSer","G002+AKS-KHF_13AE40D55CB85CB1704X0","문과",27,37,"식년시",1741,"영조",96,"유학(幼學)","병과(丙科)",17,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009053&category=dirSer","G002+AKS-KHF_13C774AE30C911B1706X0","문과",29,37,"식년시",1741,"영조",96,"유학(幼學)","병과(丙科)",19,"1741-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1744_009143&category=dirSer","G002+AKS-KHF_13D64DC218C804B1706X0","문과",30,37,"식년시",1744,"영조",96,"유학(幼學)","병과(丙科)",20,"1744-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1742_009067&category=dirSer","G002+AKS-KHF_13B0A8CC98AD00B1695X0","문과",6,10,"정시",1742,"영조",96,"현감(縣監)","병과(丙科)",3,"1742-07-01"
