"bid","bpid","affilliation","rank","competitors","exam_type","pass_year","king","lid","previous","exam_class","class_rank","pass_date"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1753_009406&category=dirSer","G002+AKS-KHF_13C774C218B4DDB1697X0","문과",3,15,"정시2",1753,"영조",30,"부사과(副司果)","을과(乙科)",2,"1753-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1757_009647&category=dirSer","G002+AKS-KHF_13C720C5B8C220B1703X0","문과",3,7,"중시",1757,"영조",30,"세자시강원보덕(世子侍講院輔德)","을과(乙科)",2,"1757-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1784_010847&category=dirSer","G002+AKS-KHF_13C2E0AE30D604B1747X0","문과",15,18,"정시",1784,"정조",30,"유학(幼學)","병과(丙科)",12,"1784-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1785_010868&category=dirSer","G002+AKS-KHF_13BC15C885ACB8B1744X0","문과",5,10,"정시",1785,"정조",30,"유학(幼學)","병과(丙科)",2,"1785-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1864_013372&category=dirSer","G002+AKS-KHF_13AE40CC3DB95CB1843X0","문과",6,18,"정시",1864,"고종",80,"유학(幼學)","병과(丙科)",3,"1864-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1885_014352&category=dirSer","G002+AKS-KHF_13C5C4C775C870B1849X0","문과",29,44,"정시",1885,"고종",80,"유학(幼學)","병과(丙科)",26,"1885-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1887_014496&category=dirSer","G002+AKS-KHF_13B0A8C815AD6CB1866X0","문과",5,8,"함경도도과",1887,"고종",80,"유학(幼學)","병과(丙科)",3,"1887-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1771_010196&category=dirSer","G002+AKS-KHF_13C870D76CC720B1742X0","문과",49,74,"식년시",1771,"영조",83,"유학(幼學)","병과(丙科)",39,"1771-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1771_010215&category=dirSer","G002+AKS-KHF_13C1A1C911D604B1737X0","문과",68,74,"식년시",1771,"영조",83,"유학(幼學)","병과(丙科)",58,"1771-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1851_012952&category=dirSer","G002+AKS-KHF_13BBFCC8FCD604B1808X0","문과",11,13,"정시2",1851,"철종",83,"유학(幼學)","병과(丙科)",8,"1851-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1888_014604&category=dirSer","G002+AKS-KHF_13C1A1C7ACD68CB1861X0","문과",20,34,"식년시",1888,"고종",83,"유학(幼學)","병과(丙科)",10,"1888-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1723_008334&category=dirSer","G002+AKS-KHF_13AE40BC31D638B1680X0","문과",36,41,"증광시",1723,"경종",91,"진사(進士)","병과(丙科)",26,"1723-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009918&category=dirSer","G002+AKS-KHF_13B178C131D0C1B1723X0","문과",24,52,"식년시",1765,"영조",91,"통덕랑(通德郞)","병과(丙科)",14,"1765-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1785_010872&category=dirSer","G002+AKS-KHF_13BC29C7ACC545B1739X0","문과",9,10,"정시",1785,"정조",85,"유학(幼學)","병과(丙科)",6,"1785-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1633_005699&category=dirSer","G002+AKS-KHF_13AE40C5ECB7C9B1603X0","문과",21,33,"식년시",1633,"인조",94,"유학(幼學)","병과(丙科)",11,"1633-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1786_010889&category=dirSer","G002+AKS-KHF_13C624B300ACE4B1734X0","문과",1,32,"식년시",1786,"정조",94,"진사(進士)","갑과(甲科)",1,"1786-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1800_011336&category=dirSer","G002+AKS-KHF_13C624D64DC11DB1776X0","문과",8,41,"별시",1800,"정조",94,"유학(幼學)","병과(丙科)",5,"1800-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1801_011432&category=dirSer","G002+AKS-KHF_13AE40ACC4C5F0B1767X0","문과",16,35,"식년시",1801,"순조",94,"유학(幼學)","병과(丙科)",6,"1801-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1831_012364&category=dirSer","G002+AKS-KHF_13C624D0DCAD8CB1790X0","문과",28,42,"식년시",1831,"순조",94,"유학(幼學)","병과(丙科)",18,"1831-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1849_012888&category=dirSer","G002+AKS-KHF_13C2E0AE0DD734B1831X0","문과",3,5,"정시",1849,"헌종",94,"유학(幼學)","병과(丙科)",1,"1849-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1855_013088&category=dirSer","G002+AKS-KHF_13C1A1BCD1AD00B1812X0","문과",25,33,"식년시",1855,"철종",94,"유학(幼學)","병과(丙科)",15,"1855-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1447_000835&category=dirSer","G002+AKS-KHF_12AE40D56DFFFFU9999X0","문과",27,33,"식년시",1447,"세종",94,"신방생원(新榜生員)","정과(丁科)",17,"1447-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1834_012407&category=dirSer","G002+AKS-KHF_13C1A1D604C218B1791X0","문과",29,49,"식년시",1834,"순조",94,"유학(幼學)","병과(丙科)",19,"1834-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1794_011133&category=dirSer","G002+AKS-KHF_13C7A5C131C88CB1773X0","문과",7,50,"정시",1794,"정조",105,"유학(幼學)","병과(丙科)",4,"1794-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1393_000013&category=dirSer","G002+AKS-KHF_12AE40C2DDFFFFB1356X0","문과",13,33,"식년시",1393,"태조",96,"생원(生員)","동진사(同進士)",3,"1393-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1609_004826&category=dirSer","G002+AKS-KHF_13AE40BABDD638B1557X0","문과",11,33,"증광시",1609,"광해",6,"좌랑(佐郞)","병과(丙科)",1,"1609-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1393_000018&category=dirSer","G002+AKS-KHF_12C1A1D638FFFFB1373X0","문과",18,33,"식년시",1393,"태조",96,"생원(生員)","동진사(同進士)",8,"1393-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1609_004836&category=dirSer","G002+AKS-KHF_13AE40C0C1C801B1577X0","문과",21,33,"증광시",1609,"광해",6,"생원(生員)","병과(丙科)",11,"1609-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1393_000029&category=dirSer","G002+AKS-KHF_13C624C0C1BA85B1371X0","문과",29,33,"식년시",1393,"태조",96,"생원(生員)","동진사(同進士)",19,"1393-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1393_000031&category=dirSer","G002+AKS-KHF_13BB38AC00C6A9U9999X0","문과",31,33,"식년시",1393,"태조",96,"생원(生員)","동진사(同進士)",21,"1393-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000139&category=dirSer","G002+AKS-KHF_12AE40CD5CFFFFD1432X0","문과",7,33,"식년시",1402,"태종",96,"생원(生員)","병과(丙科)",4,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1627_005502&category=dirSer","G002+AKS-KHF_13AE40C591C131B1581X0","문과",14,34,"식년시",1627,"인조",6,"생원(生員)","병과(丙科)",4,"1627-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1629_005574&category=dirSer","G002+AKS-KHF_12AD8CCE6DFFFFB1580X0","문과",22,25,"별시",1629,"인조",6,"생원(生員)","병과(丙科)",16,"1629-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1639_005849&category=dirSer","G002+AKS-KHF_13AD8CD765C775B1608X0","문과",15,16,"별시",1639,"인조",6,"생원(生員)","병과(丙科)",11,"1639-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1646_005992&category=dirSer","G002+AKS-KHF_13CD5CC751CC9CB1615X0","문과",18,34,"식년시",1646,"인조",6,"진사(進士)","병과(丙科)",8,"1646-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000144&category=dirSer","G002+AKS-KHF_12C724AC70FFFFU9999X0","문과",12,33,"식년시",1402,"태종",96,"생원(生員)","동진사(同進士)",2,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1654_006253&category=dirSer","G002+AKS-KHF_13BBFCC0ACACB8B1595X0","문과",12,34,"식년시",1654,"효종",6,"생원(生員)","병과(丙科)",2,"1654-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000145&category=dirSer","G002+AKS-KHF_12C815D68CFFFFU9999X1","문과",13,33,"식년시",1402,"태종",96,"생원(生員)","동진사(同進士)",3,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1653_006226&category=dirSer","G002+AKS-KHF_13AE40C9C0C548B1588X0","문과",6,15,"별시",1653,"효종",6,"별제(別提)","병과(丙科)",2,"1653-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000147&category=dirSer","G002+AKS-KHF_12AE40B155FFFFU9999X0","문과",15,33,"식년시",1402,"태종",96,"생원(生員)","동진사(同進士)",5,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1669_006631&category=dirSer","G002+AKS-KHF_13AE40C2DCC911B1631X0","문과",10,33,"식년시",1669,"현종",6,"생원(生員)","을과(乙科)",7,"1669-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006858&category=dirSer","G002+AKS-KHF_13AE40C2DCD718B1650X0","문과",30,42,"증광시",1678,"숙종",6,"통덕랑(通德郞)","병과(丙科)",20,"1678-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1691_007342&category=dirSer","G002+AKS-KHF_13C815C6B0C8FCB1666X0","문과",27,42,"증광시",1691,"숙종",6,"통덕랑(通德郞)","병과(丙科)",17,"1691-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1713_007996&category=dirSer","G002+AKS-KHF_13C774D76CCD98B1673X0","문과",42,51,"증광시",1713,"숙종",6,"통덕랑(通德郞)","병과(丙科)",32,"1713-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1727_008536&category=dirSer","G002+AKS-KHF_13AD8CC11CB3D9B1696X0","문과",18,43,"증광시",1727,"영조",6,"생원(生員)","병과(丙科)",8,"1727-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1789_010984&category=dirSer","G002+AKS-KHF_13BC15C6A9BC30B1735X0","문과",43,60,"식년시",1789,"정조",4,"유학(幼學)","병과(丙科)",33,"1789-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1726_008498&category=dirSer","G002+AKS-KHF_13C774C77CC11CB1700X0","문과",22,35,"식년시",1726,"영조",12,"유학(幼學)","병과(丙科)",12,"1726-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000151&category=dirSer","G002+AKS-KHF_13BC15D6A8C81CU9999X0","문과",19,33,"식년시",1402,"태종",96,"생원(生員)","동진사(同進士)",9,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1631_005640&category=dirSer","G002+AKS-KHF_13ACFDC131AD6CB1606X0","문과",15,15,"별시",1631,"인조",8,"생원(生員)","병과(丙科)",11,"1631-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1633_005689&category=dirSer","G002+AKS-KHF_12C774BE48FFFFB1597X0","문과",11,33,"식년시",1633,"인조",8,"생원(生員)","병과(丙科)",1,"1633-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1402_000153&category=dirSer","G002+AKS-KHF_12C1A1D3ECFFFFU9999X0","문과",21,33,"식년시",1402,"태종",96,"생원(生員)","동진사(同進士)",11,"1402-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1408_000212&category=dirSer","G002+AKS-KHF_13AE40C6D0B85CU9999X0","문과",4,33,"식년시",1408,"태종",96,"생원(生員)","병과(丙科)",1,"1408-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1408_000215&category=dirSer","G002+AKS-KHF_12C774D6C8FFFFU9999X1","문과",7,33,"식년시",1408,"태종",96,"제공(提控)","병과(丙科)",4,"1408-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1714_008031&category=dirSer","G002+AKS-KHF_13C774C5B8B82CB1680X0","문과",26,39,"증광시",1714,"숙종",8,"생원(生員)","병과(丙科)",16,"1714-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1866_013508&category=dirSer","G002+AKS-KHF_13C724C2DCC601B1818X0","문과",3,6,"강화별시",1866,"고종",9,"유학(幼學)","병과(丙科)",1,"1866-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000045&category=dirSer","G002+AKS-KHF_12C724C0C1FFFFB1373X0","문과",12,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",2,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1708_007818&category=dirSer","G002+AKS-KHF_13C774AD11B3C4B1673X0","문과",7,37,"식년시",1708,"숙종",9,"진사(進士)","을과(乙科)",4,"1708-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000049&category=dirSer","G002+AKS-KHF_13C774ACBDC0DDU9999X0","문과",16,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",6,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1715_008048&category=dirSer","G002+AKS-KHF_13C774C815C18CB1674X0","문과",4,35,"식년시",1715,"숙종",9,"진사(進士)","을과(乙科)",1,"1715-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000052&category=dirSer","G002+AKS-KHF_12C815C9C0FFFFU9999X3","문과",19,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",9,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000054&category=dirSer","G002+AKS-KHF_12C11CB95CFFFFU9999X0","문과",21,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",11,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000055&category=dirSer","G002+AKS-KHF_13AE40C885B9ACU9999X0","문과",22,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",12,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1795_011245&category=dirSer","G002+AKS-KHF_13C774C7A5D6C4B1753X0","문과",15,24,"정시",1795,"정조",9,"진사(進士)","병과(丙科)",12,"1795-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000056&category=dirSer","G002+AKS-KHF_12B178C774FFFFU9999X0","문과",23,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",13,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000058&category=dirSer","G002+AKS-KHF_12C815C5ECFFFFU9999X1","문과",25,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",15,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1416_000335&category=dirSer","G002+AKS-KHF_13AE40C790B3C8U9999X0","문과",2,9,"친시",1416,"태종",96,"생원(生員)","을과1등(乙科一等)",2,"1416-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1795_011250&category=dirSer","G002+AKS-KHF_13C815C9C4BA85B1762X0","문과",20,24,"정시",1795,"정조",9,"유학(幼學)","병과(丙科)",17,"1795-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1866_013506&category=dirSer","G002+AKS-KHF_13C774C5F0C218B1809X0","문과",1,6,"강화별시",1866,"고종",9,"유학(幼學)","갑과(甲科)",1,"1866-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1866_013510&category=dirSer","G002+AKS-KHF_13C774AC74CC3DB1853X0","문과",5,6,"강화별시",1866,"고종",9,"유학(幼學)","병과(丙科)",3,"1866-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1522_002677&category=dirSer","G002+AKS-KHF_13D615C0ACBCF4U9999X0","문과",31,33,"식년시",1522,"중종",13,"생원(生員)","병과(丙科)",21,"1522-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1576_003940&category=dirSer","G002+AKS-KHF_12C815D45CFFFFB1515X0","문과",13,19,"별시",1576,"선조",13,"진사(進士)","병과(丙科)",10,"1576-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1649_006069&category=dirSer","G002+AKS-KHF_13C774CC3DC77CB1611X0","문과",3,13,"별시",1649,"인조",13,"진사(進士)","을과(乙科)",2,"1649-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1654_006243&category=dirSer","G002+AKS-KHF_12C774BCF5FFFFB1626X0","문과",2,34,"식년시",1654,"효종",10,"생원(生員)","갑과(甲科)",2,"1654-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1710_007884&category=dirSer","G002+AKS-KHF_12AC15B95CFFFFB1677X0","문과",31,41,"증광시",1710,"숙종",13,"유학(幼學)","병과(丙科)",21,"1710-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000059&category=dirSer","G002+AKS-KHF_13AE40C7ACC0ACU9999X0","문과",26,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",16,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1733_008693&category=dirSer","G002+AKS-KHF_13AE40C774BCF5B1681X0","문과",7,51,"식년시",1733,"영조",10,"진사(進士)","을과(乙科)",4,"1733-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1861_013277&category=dirSer","G002+AKS-KHF_12D5C8C9C1FFFFB1840X0","문과",11,56,"식년시",1861,"철종",10,"유학(幼學)","병과(丙科)",1,"1861-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1396_000060&category=dirSer","G002+AKS-KHF_12C815C7ACFFFFU9999X0","문과",27,33,"식년시",1396,"태조",96,"생원(生員)","동진사(同進士)",17,"1396-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1861_013304&category=dirSer","G002+AKS-KHF_13C774C900CC2CB1837X0","문과",38,56,"식년시",1861,"철종",13,"유학(幼學)","병과(丙科)",28,"1861-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000071&category=dirSer","G002+AKS-KHF_12AE40B834FFFFU9999X0","문과",5,33,"식년시",1399,"정종",96,"생원(生員)","병과(丙科)",2,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1883_014315&category=dirSer","G002+AKS-KHF_12D5C8C11DFFFFB1838X0","문과",6,14,"별시",1883,"고종",10,"생원(生員)","병과(丙科)",3,"1883-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000073&category=dirSer","G002+AKS-KHF_13AE40AD6CC5F0U9999X0","문과",7,33,"식년시",1399,"정종",96,"생원(生員)","병과(丙科)",4,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1401_000118&category=dirSer","G002+AKS-KHF_12AE40CC2CFFFFU9999X0","문과",19,33,"증광시",1401,"태종",96,"생원(生員)","동진사(同進士)",9,"1401-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1401_000125&category=dirSer","G002+AKS-KHF_12BC30AE08FFFFU9999X0","문과",26,33,"증광시",1401,"태종",96,"생원(生員)","동진사(同進士)",16,"1401-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1401_000126&category=dirSer","G002+AKS-KHF_13AE40C704BBFCU9999X0","문과",27,33,"증광시",1401,"태종",96,"생원(生員)","동진사(同進士)",17,"1401-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000075&category=dirSer","G002+AKS-KHF_13C624C120ACBDU9999X0","문과",9,33,"식년시",1399,"정종",96,"생원(生員)","병과(丙科)",6,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000082&category=dirSer","G002+AKS-KHF_13C815C548C9C0D1421X0","문과",16,33,"식년시",1399,"정종",96,"태묘서승(太廟署丞)","동진사(同進士)",6,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000083&category=dirSer","G002+AKS-KHF_13C774ACF5C758U9999X1","문과",17,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",7,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000086&category=dirSer","G002+AKS-KHF_13BB38C218C131U9999X0","문과",20,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",10,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000087&category=dirSer","G002+AKS-KHF_12C625ACE0FFFFB1382X0","문과",21,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",11,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000089&category=dirSer","G002+AKS-KHF_13D64DC11DC8FCU9999X0","문과",23,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",13,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000090&category=dirSer","G002+AKS-KHF_13CD5CB4DDD3C9U9999X0","문과",24,33,"식년시",1399,"정종",96,"유학(幼學)","동진사(同進士)",14,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000091&category=dirSer","G002+AKS-KHF_12C190C99DFFFFU9999X0","문과",25,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",15,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000092&category=dirSer","G002+AKS-KHF_12C804C608FFFFU9999X0","문과",26,33,"식년시",1399,"정종",96,"향공학생(鄕貢學生)","동진사(同進士)",16,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000093&category=dirSer","G002+AKS-KHF_13C870D604C218U9999X0","문과",27,33,"식년시",1399,"정종",96,"학생(學生)","동진사(同進士)",17,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000095&category=dirSer","G002+AKS-KHF_13D669BCF4ADDCU9999X0","문과",29,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",19,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000097&category=dirSer","G002+AKS-KHF_12D55CC9D1FFFFU9999X0","문과",31,33,"식년시",1399,"정종",96,"진사(進士)","동진사(同進士)",21,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1761_009762&category=dirSer","G002+AKS-KHF_13B0A8C724D76CB1712X0","문과",26,31,"정시",1761,"영조",96,"유학(幼學)","병과(丙科)",22,"1761-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000099&category=dirSer","G002+AKS-KHF_13C720C885ADDCU9999X0","문과",33,33,"식년시",1399,"정종",96,"생원(生員)","동진사(同進士)",23,"1399-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1401_000110&category=dirSer","G002+AKS-KHF_12C591AD8CFFFFU9999X0","문과",11,33,"증광시",1401,"태종",96,"녹사(錄事)","동진사(同進士)",1,"1401-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1401_000111&category=dirSer","G002+AKS-KHF_12D55CBAA9FFFFU9999X0","문과",12,33,"증광시",1401,"태종",96,"생원(生員)","동진사(同進士)",2,"1401-07-01"
"http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1401_000113&category=dirSer","G002+AKS-KHF_13C131BD80C11DU9999X0","문과",14,33,"증광시",1401,"태종",96,"생원(生員)","동진사(同進士)",4,"1401-07-01"
