id1,namehg1,namehj1,year,prevdegreehg,prevdegreehj,source,courtesynamehg,courtesynamehj,ancestralseathg,choronymhg,ancestralseathj,choronymhj,addresshg,addresshj,pennamehg,pennamehj,posthumoustitlehg,posthumoustitlehj,error
203,박융,朴融,1408,생원,生員,MTPA 220A 2B; PSTP 32-005A,유명,惟明,밀양,밀양 박,密陽,密陽 朴,,,우당,憂堂,,,
204,윤수,尹粹,1408,생원,生員,MTPA 255A 4D; MRCP 1-21B; SSW 432,,,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
205,이훈,李薰,1408,제공,提控,MTP NL,,,, 이,, 李,,,,,,,
206,설순,循,1408,생원,生員,MTP NC ; CWS 03-656下B,,,경주,경주 설,慶州,慶州 循,,,,,,,
207,유효통,兪孝通,1408,생원,生員,MTPB 195A 1CP; PSTP 39-001A,행원,行源,기계,기계 유,杞溪,杞溪 兪,,,,,,,
208,정승서,鄭承緖,1408,주부,主簿,MTPA 253A 4AP; PSTP 20-005A,,,초계,초계 정,草溪,草溪 鄭,,,,,,,
209,최맹량,崔孟良,1408,서승,署丞,MTPB 002A 1CP; PSTP 12-007A,,,전주,전주 최,全州,全州 崔,,,,,,,
210,김유무,金由畝,1408,신방진사,新榜進士,MTP NL,,,광산,광산 김,光山,光山 金,,,,,,,
211,유계문,柳季聞,1408,생원,生員,MTPB 009B 4B; PSTP 28-009B; MRCP 1-11A; CWS 04-602上B; SSW 548,숙행,叔行,문화,문화 유,文化,文化 柳,경(京),墓在 廣州,,,안숙,安肅,
212,이숙복,李叔福,1408,생원,生員,MTPA 090B 4B; PSTP 13-001B; AKCP 3-15A,,,한산,한산 이,韓山,韓山 李,,,,,,,
213,정려,鄭旅,1408,생원,生員,MTPA 245A 1DP; MRCP 4-15A,,,해주,해주 정,海州,海州 鄭,,,,,,,
214,나유수,羅有綬,1408,생원,生員,MTP NL,,,, 나,, 羅,,,,,,,
215,정개보,鄭介保,1408,신방생원,新榜生員,MTP NL,,,동래,동래 정,東萊,東萊 鄭,,,,,,,
216,신인손,辛引孫,1408,생원,生員,MTPB 231B 2A; PSTP 44-056B; CWS 04-630上A,조윤,祚胤,영산,영산 신,靈山,靈山 辛,,,석천,石泉,공숙,恭肅,
217,이정문,李正文,1408,생원,生員,MTP NL,,,, 이,, 李,,,,,,,
218,김자,金,1408,생원,生員,"MTPA 196A 4B; PSTP 18-066A; MRCP 1-3A, 5-23A; AKCP 2-1B",,,언양,언양 김,彦陽,彦陽 金,경,京,,,,,
219,우승범,禹承範,1408,수녕부승,壽寧府丞,MTPB 222A 4D; PSTP 41-077B; MRCP 1-12B; CWS 04-167上B,,,단양,단양 우,丹陽,丹陽 禹,경,京,양졸옹,養拙翁,,,
220,김재,金滓,1408,공신록사,功臣錄事,MTP NL,,,광산,광산 김,光山,光山 金,전주(全州),墓在 泰仁,,,,,
221,유상리,兪尙理,1408,의정부록사,議政府錄事,MTPB 201B 2AP; PSTP 39-038B,,,창원,창원 유,昌原,昌原 兪,,,,,,,
222,이각,李,1408,생원,生員,MTP NL,,,, 이,, 李,,,,,,,
223,배소,裵素,1408,생원,生員,MTPB 234A 4D; MRCP 2-9A; AKCP 3-66B; SSW 771,,,흥해,흥해 배,興海,興海 裵,안동,安東,,,,,
224,김고,金顧,1408,수녕부승,壽寧府丞,MTPA 165A 3B; PSTP 15-007A; MRCP 1-7A; SSW 205,경보,警甫,안동,안동 김,安東,安東 金,경(京),墓在 長湍,,,,,
225,강리,康理,1408,생원,生員,MTP NL ; AKCP 3-47B,,,임실,임실 강,任實,任實 康,,,,,,,
226,이미,李,1408,생원,生員,MTP NL,,,, 이,, 李,,,,,,,
227,구강,具綱,1408,생원,生員,MTPB 170A 2D; PSTP 21-051B; MRCP 1-13B; AKCP 3-10A,,,능성,능성 구,綾城,綾城 具,경(京),墓在 長湍,,,,,
228,권맹손,權孟孫,1408,신방생원,新榜生員,MTPB 066B 3D; PSTP 30-067A; MRCP 6-56A; CWS 07-154上B,효백,孝伯,예천,예천 권,醴泉,醴泉 權,,,송당,松堂,제평,齊平,
229,이심,李審,1408,생원,生員,MTPA 119A 2A; MRCP 1-43A,,,여주,여주 이,驪州,驪州 李,,,,,,,
230,정린,鄭隣,1408,생원,生員,MTP NL ; MRCP 5-14B; AKCP 1-54B,,,, 정,, 鄭,,,,,,,
231,정신,鄭信,1408,율과급제,律科及第,MTP NL,,,, 정,, 鄭,,,,,,,
232,권극중,權克中,1411,생원,生員,MTPB 054B 4C; PSTP 30-055A; SSW 468,,,안동,안동 권,安東,安東 權,,,,,,,
233,배윤,裵閏,1411,생원,生員,MTPB 234A 3C; CWS 02-516下A; SSW 772,,,성주,성주 배,星州,星州 裵,,,,,,,
234,한권,韓卷,1411,생원,生員,MTPB 102B 1A,가서,可舒,곡산,곡산 한,谷山,谷山 韓,경주,慶州,유선,儒仙,평절,平節,
235,이장손,李長孫,1411,녹사,錄事,MTPA 099A 2A; PSTP 13-044A; SSW 085,맹윤,孟胤,광주,광주 이,廣州,廣州 李,경(京),墓在 廣州,,,,,
236,한처명,韓處命,1411,생원,生員,MTP NL,,,, 한,, 韓,,,,,,,
237,임효신,任孝信,1411,생원,生員,"MTPB 149A 2C; PSTP 38-010B; MRCP 4-37B, 4-68A; AKCP 1-30A, 1-55A",,,풍천,풍천 임,豊川,豊川 任,경(京),墓在 通津,,,,,
238,임회,林,1411,생원,生員,MTP NL,,,충주,충주 임,忠州,忠州 林,,,,,,,
239,김유진,金由畛,1411,생원,生員,MTP NL ; AKCP 3-55B,,,광산,광산 김,光山,光山 金,,,,,,,
240,권시,權,1411,생원,生員,MTPB 054B 3BP; PSTP 30-048B; SSW 467,,,안동,안동 권,安東,安東 權,,,,,,,
241,정흠지,鄭欽之,1411,부승,府丞,MTPA 228A 4B; PSTP 19-004A; MRCP 4-29B; CWS 04-219上A; SSW 320,요좌,堯佐,동래,동래 정,東萊,東萊 鄭,경(京),墓在 楊州,,,문경,文景,
242,박연,朴然,1411,생원,生員,MTPA 219A 4A; SSW 142,탄부,坦夫,밀양,밀양 박,密陽,密陽 朴,영동,永同,난계,蘭溪,문헌,文獻,
243,박의손,朴義孫,1411,주부,主簿,MTPA 221A 3D; MRCP 3-21B; AKCP 3-3A; SSW 156,,,함양,함양 박,咸陽,咸陽 朴,경,京,,,,,
244,배추,裵樞,1411,생원,生員,MTPB 234A 3D,,,성주,성주 배,星州,星州 裵,,,,,,,
245,문상행,文尙行,1411,생원,生員,MTPB 243B 2A,,,남평,남평 문,南平,南平 文,경,京,,,,,
246,신기,愼幾,1411,생원,生員,MTPB 237B 1D; PSTP 43-061A; MRCP 1-30B; AKCP 1-50B,,,거창,거창 신,居昌,居昌 愼,경(京),墓在 楊州,,,,,
247,박시,朴恃,1411,생원,生員,MTP NL,,,, 박,, 朴,,,,,,,
248,신주,辛宙,1411,생원,生員,MTP NL,,,, 신,, 辛,,,,,,,
249,강명덕,姜明德,1411,유학,幼學,MTP NL,,,진주,진주 강,晋州,晋州 姜,,,,,,,
250,허광,許匡,1411,생원,生員,MTP NL,,,, 허,, 許,,,,,,,
251,윤자견,尹自堅,1411,생원,生員,"MTP NL ; PSTP 23-051A; MRCP 1-7A, 1-34A; AKCP 2-32B",문자,文子,무송,무송 윤,茂松,茂松 尹,경,京,,,,,
252,이규,李,1411,생원,生員,MTP NL ; AKCP 3-48A,,,부평,부평 이,富平,富平 李,,,,,,,
253,배남,裵楠,1411,생원,生員,MTPB 234A 4D; MRCP 2-7B; AKCP 3-65B; SSW 771,,,흥해,흥해 배,興海,興海 裵,안동,安東,,,,,
254,김빈,金,1411,생원,生員,MTPS 081B 1AQ,자화,子和,김해,김해 김,金海,金海 金,,,졸재,拙齋,공간,恭簡,
255,하결,河潔,1411,직장,直長,MTPB 244A 1D; SSW 642,심량,深亮,진주,진주 하,晋州,晋州 河,경,京,,,,,
256,최약지,崔之,1411,별장,別將,MTP NL,,,, 최,, 崔,,,,,,,
257,이유혜,李有蹊,1411,생원,生員,MTP NL,,,, 이,, 李,,,,,,,
258,조강,趙講,1411,생원,生員,MTP NL,,,함안,함안 조,咸安,咸安 趙,,,,,,,
259,김려하,金慮遐,1411,생원,生員,MTP NC,,,평양,평양 김,平壤,平壤 金,,,,,,,
260,오비,吳備,1411,주부,主簿,MTPB 108B 4C; SSW 303,,,보성,보성 오,寶城,寶城 吳,경(京),墓在 金浦,,,,,
261,이길배,李吉培,1411,생원,生員,MTPA 139A 2D; MRCP 5-22B; AKCP 2-1A; SSW 111,,,우봉,우봉 이,牛峰,牛峰 李,,,,,,,
262,유유,柳侑,1411,생원,生員,MTPB 022B 2BP; SSW 563,,,고흥,고흥 유,高興,高興 柳,,,,,,,
263,박절문,朴切問,1411,생원,生員,"MTPA 215A 2B; PSTP 27-001B; MRCP 1-42A, 4-92B; AKCP 1-44B; SSW 143",,,밀양,밀양 박,密陽,密陽 朴,경(京),墓在 高陽,,,,,
264,최흥효,崔興孝,1411,제거,提擧,"MTPB 009A 1B; SSW 592 (但, 별로 도움이 안 된다), 867",백원,百源,영천,영천 최,永川,永川 崔,,,,,,,
265,정린지,鄭麟趾,1414,생원,生員,"MTPA 248B 3C; PSTP 20-050A, 25-006B; MRCP 1-13A; AKCP 1-25A; CWS 09-668下A; SSW 342, 795",백저,伯雎,하동,하동 정,河東,河東 鄭,경,京,학역재,學易齋,문성,文成,
266,김작,金綽,1414,생원,生員,MTPS 051B 4C,,,경주,경주 김,慶州,慶州 金,남원,南原,,,,,
267,손미옥,孫美玉,1414,생원,生員,MTP NL,,,, 손,, 孫,,,,,,,
268,박용,朴容,1414,생원,生員,MTP NL,,,, 박,, 朴,,,,,,,
269,김자이,金自怡,1414,주부,主簿,MTP NC ; MRCP 5-34A; AKCP 2-7A,,,의흥,의흥 김,義興,義興 金,,,,,,,
270,방문중,房文中,1414,유학,幼學,MTP NL ; MRCP 1-12B,,,남양,남양 방,南陽,南陽 房,,,,,,,
271,정광원,鄭廣元,1414,유학,幼學,MTP NL,자춘,子春,진주,진주 정,晋州,晋州 鄭,고양(高陽),墓在 高陽,,,,,
272,김비,金,1414,생원,生員,MTP NL,,,장계,장계 김,長溪,長溪 金,,,,,,,
273,조양,趙襄,1414,생원,生員,MTP NL,,,, 조,, 趙,,,,,,,
274,이규,李逵,1414,생원,生員,MTP NL,,,, 이,, 李,,,,,,,
275,조녕,趙寧,1414,생원,生員,"MTPB 091A 3C; PSTP 25-087A, 39-051A; SSW 312",,,함안,함안 조,咸安,咸安 趙,함안,咸安,,,,,
276,정척,鄭陟,1414,생원,生員,MTPA 251A 1A; PSTP 20-058A; MRCP 1-11A; CWS 09-248下B,명지,明之,진주,진주 정,晋州,晋州 鄭,영천,榮川,정암,整菴,공대,恭戴,
277,공종주,孔宗周,1414,생원,生員,MTPS 316A 1C,,,창원,창원 공,昌原,昌原 孔,,,,,,,
278,송계,宋啓,1414,생원,生員,MTP NC,,,덕산,덕산 송,德山,德山 宋,덕산,德山,동강,東岡,,,
279,김전,金塡,1414,생원,生員,MTPA 165A 2B; PSTP 15-004A; SSW 209,,,안동,안동 김,安東,安東 金,강진(康津),墓在 驪州,,,,,
280,조서강,趙瑞康,1414,생원,生員,"MTPB 089B 4C; PSTP 19-005B, 25-099B; CWS 04-546下A; SSW 308",자경,子敬,백천,백천 조,白川,白川 趙,경,京,경은,耕隱,,,
281,임경,任敬,1414,사정,司正,MTP NL,,,, 임,, 任,,,,,,,
282,심연,沈涓,1414,생원,生員,MTPB 116B 1B; PSTP 35-002B; SSW 673,,,청송,청송 심,靑松,靑松 沈,,,,,,,
283,이수령,李守領,1414,생원,生員,"MTPA 114B 4A; PSTP 13-069A, 13-083A; MRCP 4-35A, 6-13B; AKCP 2-45A; SSW 049, 050",,,용인,용인 이,龍仁,龍仁 李,,,,,,,
284,김갱,金,1414,별장,別將,MTP NL,,,, 김,, 金,,,,,,,
285,주수,周遂,1414,생원,生員,MTP NL,,,, 주,, 周,,,,,,,
286,이사맹,李師孟,1414,생원,生員,"MTPA 150B 3B; SSW 130, 576",,,덕산,덕산 이,德山,德山 李,,,,,,,
287,윤무,尹務,1414,생원,生員,MTP NL,,,영천,영천 윤,永川,永川 尹,,,,,,,
288,곽규,郭珪,1414,생원,生員,MTPB 235B 3D,,,선산,선산 곽,善山,善山 郭,옥천,沃川,,,,,
289,황사간,黃士幹,1414,생원,生員,"MTPB 210B 1B; PSTP 41-054A, 45-001C; SSW 654",,,상주,상주 황,尙州,尙州 黃,,,,,,,
290,김자갱,金子,1414,생원,生員,MTPS 076A 4A; PSTP 18-002B; MRCP 1-12B; SSW 270,맹견,孟堅,강릉,강릉 김,江陵,江陵 金,강릉(江陵),墓在 楊州,,,,,
291,윤맹겸,尹孟謙,1414,생원,生員,"MTPA 255A 4DP; MRCP 1-17B, 1-21B; AKCP 2-21B; SSW 432",,,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
292,유상우,劉尙友,1414,생원,生員,MTPS 327B 2B,,,강릉,강릉 유,江陵,江陵 劉,영흥,永興,,,,,
293,김신절,金臣節,1414,생원,生員,MTP NL,,,, 김,, 金,,,,,,,
294,김흥서,金興緖,1414,생원,生員,MTP NL,,,, 김,, 金,,,,,,,
295,박서,朴,1414,생원,生員,MTPA 220A 2C,,,밀양,밀양 박,密陽,密陽 朴,,,,,,,
296,정의민,鄭宜民,1414,유학,幼學,MTP NL,,,, 정,, 鄭,,,,,,,
297,박질,朴,1414,생원,生員,MTP NL,,,, 박,, 朴,,,,,,,
298,권제,權,1414,감찰,監察,"MTPB 054B 1A; PSTP 30-003A; MRCP 1-33B, 1-38A; AKCP 2-25B, 3-45B; CWS 04-616下B; SSW 457",중안,仲安,안동,안동 권,安東,安東 權,경,京,지재,止齋,문경,文景,
299,안지,安止,1414,생원,生員,MTP NL ; PSTP 32-051B; CWS 07-644上A; SSW 386,자행,子行,탐진,탐진 안,耽津,耽津 安,김제,金堤,고은,皐隱,문정,文靖,
300,최유종,崔有悰,1414,주부,主簿,"MTPB 001B 2A; PSTP 39-075A, 40-052B; MRCP 5-100B; AKCP 2-39A; SSW 584",,,경주,경주 최,慶州,慶州 崔,함열,咸悅,,,,,
301,이수,李隨,1414,직장,直長,MTP NC ; PSTP 34-076A; CWS 03-231上B,택지,擇之,봉산,봉산 이,鳳山,鳳山 李,,,심은,深隱,문정,文靖,
302,권극화,權克和,1414,주부,主簿,"MTPB 054B 4C; PSTP 24-047A, 30-055A; SSW 468",용부,庸夫,안동,안동 권,安東,安東 權,,,습재,習齋,,,
303,곽거완,郭居完,1414,생원,生員,MTP NL,,,현풍,현풍 곽,玄風,玄風 郭,강릉,江陵,,,,,
304,황보인,皇甫仁,1414,감찰,監察,MTPS 341B 1D; PSTP 46-066A; MRCP 4-84AP; SSW 819,"사겸(四兼), 춘경",春卿,영천,영천 황,永川,永川 皇,경,京,"지봉(芝峯), 지재",芝齋,충정,忠定,
305,윤돈,尹惇,1414,별장,別將,"MTPA 255A 4D; MRCP 1-18A, 1-21B; SSW 432",,,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
306,이사동,李士,1414,유학,幼學,MTP NC,,,순창,순창 이,淳昌,淳昌 李,,,,,,,
307,최효손,崔孝孫,1414,생원,生員,"MTPB 001A 3BP; MRCP 1-13B; SSW 475, 581",,,경주,경주 최,慶州,慶州 崔,,,,,,,
308,유승유,柳升濡,1414,녹사,錄事,MTPB 016B 4BP; PSTP 29-062B; MRCP 1-15A; SSW 559,,,진주,진주 유,晋州,晋州 柳,,,,,,,
309,변효문,卞孝文,1414,유학,幼學,MTPB 236A 1B; AKCP 3-36A; SSW 769,일민,一敏,초계,초계 변,草溪,草溪 卞,,,,,,,
310,고득종,高得宗,1414,직장,直長,MTPB 241B 4A; PSTP 39-100B; SSW 757,자전,子傳,제주,제주 고,濟州,濟州 高,,,영곡,靈谷,,,
311,송은,宋殷,1414,풍저창승,豊儲倉丞,MTP NL,,,, 송,, 宋,,,,,,,
312,방구달,房九達,1414,생원,生員,MTPS 333B 4B; SSW 770,성중,聖重,남양,남양 방,南陽,南陽 房,남양,南陽,,,,,
313,정주생,鄭周生,1414,생원,生員,MTP NL,,,진주,진주 정,晋州,晋州 鄭,,,,,,,
314,고유렴,高有廉,1414,생원,生員,MTPB 241B 4B,공민,公敏,제주,제주 고,濟州,濟州 高,,,,,,,
315,윤통,尹統,1414,생원,生員,MTP NC,,,경주,경주 윤,慶州,慶州 尹,경주,慶州,,,,,
316,최문손,崔文孫,1414,생원,生員,"MTPB 001A 3B; PSTP 39-076B; MRCP 1-26A; SSW 044, 581",,,경주,경주 최,慶州,慶州 崔,,,,,,,
317,조극관,趙克寬,1414,생원,生員,"MTPB 078B 4A; PSTP 24-047A, 43-001B; MRCP 4-19A; AKCP 1-46B; SSW 237, 305, 473",,,양주,양주 조,楊州,楊州 趙,,,,,,,
318,박시생,朴始生,1414,생원,生員,MTP NL ; SSW 143,,,밀양,밀양 박,密陽,密陽 朴,밀양(密陽),墓在 開城,,,,,
319,엄간,嚴幹,1414,유학,幼學,MTP NL,,,영월,영월 엄,寧越,寧越 嚴,,,,,,,
320,이존,李存,1414,생원,生員,MTP NL,,,, 이,, 李,,,,,,,
321,배한,裵閑,1414,생원,生員,MTPB 234A 3C; SSW 772,이습,而習,성주,성주 배,星州,星州 裵,,,,,,,
322,노극명,魯克明,1414,생원,生員,MTP NC,,,함평,함평 노,咸平,咸平 魯,,,,,,,
323,정상,鄭常,1414,생원,生員,MTP NL ; AKCP 1-9B,,,, 정,, 鄭,,,,,,,
324,정지담,鄭之澹,1416,생원,生員,MTP NC,,,하동,하동 정,河東,河東 鄭,선산,善山,,,,,
325,김자돈,金自敦,1416,생원,生員,MTP NL,,,, 김,, 金,,,,,,,
326,김구,金鉤,1416,생원,生員,MTP NL ; CWS 07-527下B,직지,直之,아산,아산 김,牙山,牙山 金,,,,,문장,文長,
327,성개,成槪,1416,주부,主簿,"MTPB 174A 2A; PSTP 42-051A; SSW 507, 508",평중,平仲,창녕,창녕 성,昌寧,昌寧 成,경,京,수헌,睡軒,,,
328,김니로,金尼老,1416,생원,生員,MTP NL ; MRCP 3-60A,,,, 김,, 金,,,,,,,
329,권재,權宰,1416,생원,生員,MTP NL ; AKCP 2-22A,,,안동,안동 권,安東,安東 權,,,,,,,
330,정분,鄭,1416,경승부승,敬承府丞,MTPA 250B 2C; MRCP 3-37B; AKCP 3-20A; SSW 347,자유,子,진주,진주 정,晋州,晋州 鄭,,,"추곡(秋谷), 애일당",愛日堂,충장,忠莊,
331,이만간,李萬幹,1416,경시록사,京市錄事,MTPA 084B 2A; PSTP 12-007A; MRCP 3-84A; SSW 079,,,전의,전의 이,全義,全義 李,,,,,,,
332,박간,朴幹,1416,유학,幼學,MTPA 228A 2D,,,경주,경주 박,慶州,慶州 朴,,,,,,,
333,한혜,韓惠,1417,종묘서령,宗廟署令,"MTPB 093B 1B; PSTP 31-001B; MRCP 4-66A, 4-78B; AKCP 1-29A, 1-36B; SSW 483",,,청주,청주 한,淸州,淸州 韓,경,京,송재,松齋,청산군,淸山君,
334,진사격,陳思格,1417,유학,幼學,MTP NL,,,여양,여양 진,驪陽,驪陽 陳,,,,,,,
335,김숙검,金叔儉,1417,유학,幼學,MTPA 183A 3B; PSTP 23-047B; SSW 262,,,의성,의성 김,義城,義城 金,경,京,괴정,槐亭,,,
336,최치명,崔致明,1417,생원,生員,MTP NL,,,, 최,, 崔,,,,,,,
337,김유,金,1417,생원,生員,MTP NL,,,안동,안동 김,安東,安東 金,,,,,,,
338,권채,權採,1417,신방생원,新榜生員,"MTPB 054B 2A; PSTP 19-007A, 30-003B; MRCP 1-33B; AKCP 2-28A; CWS 04-144上A; SSW 459",용지,用之,안동,안동 권,安東,安東 權,,,,,,,
339,김돈,金墩,1417,생원,生員,MTPA 165A 2B; PSTP 15-004B; CWS 04-317下A; SSW 209,,,안동,안동 김,安東,安東 金,강진,康津,,,,,
340,이세형,李世衡,1417,유학,幼學,MTP NC ; AKCP 3-55A; CWS 04-424上B,,,강진,강진 이,康津,康津 李,,,,,,,
341,여빈주,呂賓周,1417,생원,生員,MTP NL,,,성주,성주 여,星州,星州 呂,,,,,,,
342,김하민,金夏民,1417,생원,生員,MTP NL ; SSW 237,,,영광,영광 김,靈光,靈光 金,,,,,,,
343,안치,安致,1417,내섬주부,內贍主簿,"MTPB 131A 2B; PSTP 01-005A, 32-002B; MRCP 2-67B, 6-14B; AKCP 2-46A; SSW 383",,,순흥,순흥 안,順興,順興 安,경,京,,,,,
344,조변,趙,1417,유학,幼學,MTP NL ; PSTP 15-010B; MRCP 1-12A,,,횡성,횡성 조,橫城,橫城 趙,,,,,,,
345,최통,崔統,1417,생원,生員,MTP NL,,,, 최,, 崔,,,,,,,
346,민인,閔寅,1417,신방생원,新榜生員,MTP NC ; PSTP 43-004A,,,여흥,여흥 민,驪興,驪興 閔,,,,,,,
347,정갑손,鄭甲孫,1417,신방생원,新榜生員,MTPA 228A 4C; PSTP 19-004A; MRCP 4-29B; CWS 06-406下B; SSW 320,인중,仁仲,동래,동래 정,東萊,東萊 鄭,,,,,정절,貞節,
348,모순,牟恂,1417,생원,生員,MTP NC,순지,恂之,함평,함평 모,咸平,咸平 牟,진주,晋州,절강,截江,,,
349,이옹,李壅,1417,부사정,副司正,MTPA 146B 3AP; SSW 071,,,양성,양성 이,陽城,陽城 李,경,京,,,,,
350,반제로,潘悌老,1417,생원,生員,MTP NL,,,거제,거제 반,巨濟,巨濟 潘,,,,,,,
351,최치운,崔致雲,1417,생원,生員,"MTPB 007A 4C; PSTP 39-095A; SSW 602, 604",백경,伯卿,강릉,강릉 최,江陵,江陵 崔,강릉,江陵,"조은(釣隱), 경호",鏡湖,,,
352,배약,裵,1417,생원,生員,MTP NL,,,김해,김해 배,金海,金海 裵,의녕,宜寧,,,,,
353,변기종,邊起宗,1417,생원,生員,MTP NL,,,, 변,, 邊,,,,,,,
354,이행언,李行言,1417,유학,幼學,MTP NL,,,, 이,, 李,,,,,,,
355,주소,朱邵,1417,생원,生員,MTP NL,,,웅천,웅천 주,熊川,熊川 朱,,,,,,,
356,김말,金末,1417,생원,生員,MTP NL ; CWS 07-660上B; SSW 565,간지,幹之,선산,선산 김,善山,善山 金,,,,,문장,文長,
357,강제로,姜齊老,1417,생원,生員,MTP NL,,,진주,진주 강,晋州,晋州 姜,,,,,,,
358,정옹,鄭雍,1417,생원,生員,MTPA 228B 1B; PSTP 19-007A; SSW 322,,,동래,동래 정,東萊,東萊 鄭,용궁,龍宮,,,,,
359,박이창,朴以昌,1417,생원,生員,MTPA 226A 4BP; SSW 152,,,상주,상주 박,尙州,尙州 朴,,,,,,,
360,김전,金銓,1417,생원,生員,MTP NL ; AKCP 1-57A,,,, 김,, 金,,,,,,,
361,민후생,閔厚生,1417,건원릉직,健元陵直,MTPB 142B 1DP; MRCP 1-13B; AKCP 3-10B; SSW 475,,,여흥,여흥 민,驪興,驪興 閔,,,,,,,
362,이인손,李仁孫,1417,생원,生員,MTPA 099A 2A; PSTP 13-044A; MRCP 6-29B; AKCP 2-53B; CWS 07-582上B; SSW 085,중윤,仲胤,광주,광주 이,廣州,廣州 李,경(京),墓在 驪州,풍애,楓崖,충희,忠僖,
363,강흘,姜,1417,생원,生員,MTP NL,,,진주,진주 강,晋州,晋州 姜,진주,晋州,,,,,
364,조백규,趙白圭,1417,생원,生員,MTP NL,,,, 조,, 趙,,,,,,,
365,윤상신,尹尙信,1417,전교도,前敎導,MTP NL,,,, 윤,, 尹,,,,,,,
366,조상치,曺尙治,1419,생원,生員,MTPB 211B 2D; PSTP 42-104A; SSW 672,자경,子景,창녕,창녕 조,昌寧,昌寧 曺,영천,永川,"정재(靜齋), 단고",丹皐,충정,忠貞,
367,성념조,成念祖,1419,종부직장,宗簿直長,"MTPB 174A 3B; PSTP 27-051B, 32-007B, 42-051B; MRCP 1-23A, 2-24B, 2-69A; AKCP 2-10B; CWS 06-241上A; SSW 509",자경,子敬,창녕,창녕 성,昌寧,昌寧 成,경(京),墓在 坡州,,,공혜,恭惠,
368,최만리,崔萬理,1419,생원,生員,MTPB 004A 4B; PSTP 39-065B; CWSR 0442; SSW 590,자명,子明,해주,해주 최,海州,海州 崔,경,京,,,,,
369,김숙자,金叔滋,1419,생원,生員,MTPA 187B 1D; PSTP 18-054A; SSW 247,자배,子培,선산,선산 김,善山,善山 金,밀양,密陽,강호산인,江湖散人,,,
370,장후,張厚,1419,생원,生員,MTP NC ; PSTP 42-049B,,,수성,수성 장,壽城,壽城 張,,,,,,,
371,조윤성,曺允誠,1419,생원,生員,MTP NC,,,창녕,창녕 조,昌寧,昌寧 曺,,,,,,,
372,강여중,康汝中,1419,교도,敎導,MTP NC,,,신천,신천 강,信川,信川 康,,,,,,,
373,나득강,羅得康,1419,교도,敎導,MTPB 223B 3D; SSW 684,경천,敬天,나주,나주 나,羅州,羅州 羅,김제,金堤,,,,,
374,노호,盧浩,1419,생원,生員,MTP NL,,,선산,선산 노,善山,善山 盧,,,,,,,
375,변구상,卞九祥,1419,생원,生員,MTPB 237A 3C; PSTP 19-039A; SSW 763,,,밀양,밀양 변,密陽,密陽 卞,경,京,,,,,
376,설위,薛緯,1419,교도,敎導,"MTPS 320B 1B; MRCP 1-37A, 3-59B; SSW 779",,,순창,순창 설,淳昌,淳昌 薛,,,,,,,
377,김황,金滉,1419,생원,生員,MTPA 178B 4D; PSTP 17-020A; SSW 267,,,연안,연안 김,延安,延安 金,경,京,,,,,
378,조서안,趙瑞安,1419,생원,生員,MTPB 089B 4C; PSTP 25-100A; CWS 07-217上B; SSW 308,,,백천,백천 조,白川,白川 趙,경(京),墓在 延白,,,,,
379,이변,李邊,1419,생원,生員,MTPA 103A 2C; PSTP 11-004B; MRCP 5-39B; AKCP 2-15A; CWS 09-066下A; SSW 098,,,덕수,덕수 이,德水,德水 李,경(京),墓在 始興,,,정정,貞靖,
